latitude,longitude,Depth,Temperature,pH
40.9067,-69.1483,68.0,13.095,7.9287
40.9067,-69.1483,68.0,13.415,7.9297
40.9067,-69.1483,68.0,19.425,8.0096
41.0967,-70.61,45.0,12.369,7.8164
41.0967,-70.61,45.0,13.46,7.8194
41.0967,-70.61,45.0,21.69,7.862
40.6717,-70.005,61.0,19.524,8.049
40.6717,-70.005,61.0,18.92,8.0486
40.6717,-70.005,61.0,18.867,8.0785
40.0367,-70.6017,176.0,13.212,7.9633
40.0367,-70.6017,176.0,14.881,8.0088
40.0367,-70.6017,176.0,21.435,8.1017
39.835,-70.62,925.0,6.03,7.9669
39.835,-70.62,925.0,10.873,7.9197
39.835,-70.62,925.0,23.294,8.0785
38.005,-74.9567,23.0,17.199,7.97874
38.005,-74.9567,23.0,17.272,7.9917
38.005,-74.9567,23.0,17.275,7.9932
36.005,-75.1683,32.0,17.666,8.04076
36.005,-75.1683,32.0,21.07,8.044
36.005,-75.1683,32.0,21.1,8.01244
36.005,-75.1683,32.0,21.098,8.058
36.0,-74.7767,380.0,7.513,7.9661
36.0,-74.7767,380.0,10.119,8.049420000000001
36.0,-74.7767,380.0,11.748,7.990700000000001
36.0,-74.7767,380.0,12.088,7.9241
36.0,-74.7767,380.0,12.794,7.9873199999999995
36.0,-74.7767,380.0,13.472,8.01606
36.0,-74.7767,380.0,16.33,8.007060000000001
36.0,-74.7767,380.0,18.818,7.999460000000001
36.0,-74.7767,380.0,19.437,8.00026
36.0,-74.7767,380.0,19.319,8.009620000000002
36.0,-74.7767,380.0,19.315,8.0655
36.0017,-75.4717,23.0,18.996,7.9972
36.0017,-75.4717,23.0,18.98,7.9938
36.0017,-75.4717,23.0,19.017,7.9966
37.7033,-74.2517,118.0,13.328,7.9598
37.7033,-74.2517,118.0,13.37,7.99674
37.7033,-74.2517,118.0,18.064,8.0202
37.7033,-74.2517,118.0,16.497,8.06338
37.7033,-74.2517,118.0,17.463,8.069700000000001
37.7033,-74.2517,118.0,17.205,8.07962
37.7033,-74.2517,118.0,17.198,8.07962
37.7033,-74.2517,118.0,17.182,8.0745
37.8383,-74.5783,55.0,14.435,7.9514
37.8383,-74.5783,55.0,16.853,8.0508
37.8383,-74.5783,55.0,16.669,8.0633
39.0117,-72.585,1140.0,6.152,7.9733
39.0117,-72.585,1140.0,10.65,7.978059999999999
39.0117,-72.585,1140.0,11.944,8.0193
39.0117,-72.585,1140.0,12.9,7.9502
39.0117,-72.585,1140.0,13.544,8.00984
39.0117,-72.585,1140.0,16.23,8.06962
39.0117,-72.585,1140.0,15.048,8.07286
39.0117,-72.585,1140.0,14.993,8.07286
39.0117,-72.585,1140.0,14.975,8.07286
39.0117,-72.585,1140.0,14.969,8.0588
39.0533,-72.7433,199.0,10.957,7.978059999999999
39.0533,-72.7433,199.0,12.986,8.022400000000001
39.0533,-72.7433,199.0,13.165,8.038720000000001
39.0533,-72.7433,199.0,15.892,8.06008
39.0533,-72.7433,199.0,15.15,8.05532
39.0533,-72.7433,199.0,15.096,8.05532
39.0533,-72.7433,199.0,15.047,8.05532
39.0533,-72.7433,199.0,15.041,8.05532
39.3583,-73.395,48.0,14.803,7.9727
39.3583,-73.395,48.0,15.486,8.0249
39.3583,-73.395,48.0,15.506,8.0194
39.7067,-74.01,22.0,15.392,7.9894
39.7067,-74.01,22.0,15.39,7.9929
39.7067,-74.01,22.0,15.377,7.9931
40.665,-70.63,61.0,14.285,7.9255
40.665,-70.63,61.0,14.269,7.9858
40.665,-70.63,61.0,14.281,7.98416
40.665,-70.63,61.0,14.274,7.98416
40.665,-70.63,61.0,14.261,7.9585
41.1,-70.625,44.0,13.489,7.9955
41.1,-70.625,44.0,13.489,8.0045
41.1,-70.625,44.0,13.486,8.01756
41.1,-70.625,44.0,13.486,8.01756
41.1,-70.625,44.0,13.567,8.01756
41.1,-70.625,44.0,13.563,8.0298
63.799,-23.914,1927.4,8.67,8.0111
62.954,-26.521,1959.0,9.48,8.0047
62.3804,-28.2913,1957.8,10.1,8.03932
61.8142,-30.063,1942.4,10.5,7.978
61.0616,-32.2669,1857.0,14.6,7.9108
60.4492,-34.092,1872.0,12.7,7.9298
59.8817,-35.0297,1959.0,9.6,7.9844
59.3517,-35.7126,1983.0,9.819999999999999,8.063680000000002
58.8667,-36.7831,1852.6,7.2,8.0078
57.8634,-38.7419,1923.6,6.0,8.0357
57.2437,-39.5951,578.0,3.4,8.0741
56.4304,-40.4605,578.0,3.3,8.0692
55.6854,-41.2921,934.2,3.9,8.0648
54.9237,-42.2646,1923.6,4.5,8.06336
54.2125,-43.1945,1923.6,5.6,8.0372
52.6565,-45.2979,1923.6,5.1,8.0677
51.5673,-46.7238,934.2,3.9,8.14356
51.0318,-47.4189,1923.6,5.4,8.15
50.4203,-48.1456,576.2,3.0,8.1251
50.4203,-48.1456,576.2,3.0,8.1284
49.7125,-48.636,225.0,1.8,8.0961
49.0959,-49.2046,225.0,0.6,8.1152
47.806,-50.4666,206.4,-0.7,8.0813
47.2042,-51.2972,576.2,1.8,8.0609
46.8265,-52.0379,934.2,3.8,8.0113
46.5359,-52.9145,1899.6,6.0,8.0045
46.5376,-53.9841,1878.0,7.1,7.9954
46.6591,-55.3311,1918.8,10.2,7.9438
46.3557,-56.4271,1917.6,9.9,7.9197
46.3557,-56.4271,1917.6,9.9,7.9188
45.8036,-58.3336,1585.8,11.3,7.9348
45.5796,-59.1471,1552.2,7.6,7.961320000000001
45.3392,-59.9021,1868.0,6.7,7.9672
45.2415,-60.219,1899.6,6.0,7.977
45.1051,-60.6771,1923.6,5.7,7.9536
45.1051,-60.6771,1923.6,5.7,7.9557
44.9496,-61.1711,1899.6,6.2,7.9531
44.8729,-61.4393,1203.0,6.7,7.9499
44.8161,-61.6875,1585.0,11.2,7.8862
44.7093,-62.0377,1899.6,6.1,8.0001
61.63,-27.985,1927.4,8.55,8.0252
61.63,-27.985,1927.4,8.55,8.0252
60.2,-30.843,1927.4,8.54,8.06696
58.5725,-33.952,1903.2,7.6,8.047059999999998
58.567,-33.962,1903.2,7.63,8.047059999999998
57.1405,-36.4983,1879.2,7.18,8.033739999999998
55.5965,-39.251,1879.2,7.42,8.034920000000001
55.591,-39.2602,1879.2,7.42,8.034920000000001
53.961,-41.9322,1904.6,6.71,8.06184
52.2725,-44.6383,1903.2,7.54,8.096979999999999
52.2668,-44.6472,1903.2,7.53,8.096979999999999
50.6735,-47.1323,1879.2,6.92,8.1212
49.066,-49.516,1908.8,4.1,8.265719999999998
49.066,-49.516,1908.8,4.08,8.265719999999998
47.0267,-52.461,576.2,2.41,8.08698
46.3345,-56.8648,1908.8,5.01,8.034120000000001
45.9957,-57.9238,1244.2,4.61,8.025760000000002
45.9932,-57.9326,1244.2,4.66,8.02576
45.1455,-60.4078,1284.4,5.22,7.961319999999999
44.034,-63.7905,144.4,5.92,7.98712
42.8478,-68.0185,186.2,7.91,7.901179999999999
42.8463,-68.0295,186.2,7.9,7.901179999999999
42.5663,-69.7782,256.6,7.51,7.8686799999999995
61.965,-27.3485,1927.4,8.42,8.057540000000001
60.4137,-30.2733,1903.2,7.65,8.05814
60.4025,-30.2957,1903.2,7.68,8.05814
59.1115,-32.8675,1902.0,6.82,8.075840000000001
57.0238,-36.7,1903.2,7.7,8.03458
57.0187,-36.7092,1903.2,7.69,8.03458
53.6905,-42.4213,1892.0,6.21,8.06184
51.5648,-45.7923,1904.6,6.73,8.10726
51.5565,-45.8042,1904.6,6.68,8.10726
49.771,-48.4935,1923.6,5.3,8.17326
49.7633,-48.505,1923.6,5.03,8.16268
48.0713,-50.9445,206.4,0.13,8.12312
46.2817,-57.0038,206.4,1.42,8.034580000000002
46.2787,-57.0138,206.4,1.4,8.034580000000002
45.188,-60.3418,206.4,0.34,8.0555
45.1853,-60.351,206.4,0.33,8.0555
43.9958,-63.8928,206.4,1.39,7.9889600000000005
43.9942,-63.8975,206.4,1.35,7.9889600000000005
42.5975,-69.6033,213.8,4.11,7.96026
42.596,-69.6133,213.8,4.15,7.96026
61.7478,-30.0223,1959.0,9.94,8.0706
60.4725,-33.1937,1959.0,9.3,8.1177
60.467,-33.2062,1959.0,9.31,8.1287
58.3927,-37.607,1927.4,8.3,8.0289
56.4865,-40.9355,1927.4,8.43,8.0365
56.4835,-40.941,1927.4,8.42,7.9873
53.7017,-45.0977,1927.4,8.71,8.1606
50.22,-49.3623,1923.6,4.92,8.3005
50.217,-49.3652,1923.6,4.87,8.183499999999999
49.1798,-50.4932,1923.6,5.87,8.2043
47.8445,-51.8225,1852.6,7.34,8.1144
47.8415,-51.8253,1852.6,7.29,8.1078
46.5788,-56.0938,1944.2,9.43,8.066
45.586,-59.157,1585.0,10.85,8.0449
45.5843,-59.1625,1585.0,10.83,8.0543
44.2543,-62.7398,892.8,13.92,8.0005
44.119,-63.084,892.8,13.92,8.0701
44.1174,-63.0882,892.8,13.94,8.0767
43.1792,-65.8797,125.6,5.64,8.0552
43.1788,-65.8843,125.6,5.77,8.0383
63.8445,-23.5968,1932.4,9.69,8.0357
63.8403,-23.6115,1932.4,9.68,8.0388
61.8918,-29.6742,1959.0,10.18,8.0071
61.8852,-29.6925,1959.0,10.28,8.0057
59.5883,-35.1742,1959.0,9.33,8.0688
59.5835,-35.1855,1959.0,9.31,8.0659
57.1595,-39.8158,1959.0,9.01,8.0152
57.1535,-39.8257,1959.0,8.97,8.0175
54.802,-43.5738,1959.0,9.25,8.094080000000002
54.796,-43.5827,1959.0,9.25,8.094080000000002
52.5554,-46.6296,1547.6,12.59,8.1122
52.5524,-46.6336,1547.6,12.79,8.0958
49.5792,-50.0607,1927.4,8.27,8.144380000000002
49.5792,-50.0607,1927.4,8.21,8.15048
46.891,-52.763,1896.0,10.39,8.067
46.8842,-52.7695,1896.0,10.35,8.0667
44.7577,-61.6688,1190.4,13.28,8.0262
44.7543,-61.6782,881.4,13.53,8.0235
43.7603,-63.5205,892.8,13.95,8.0235
43.7602,-63.5253,892.8,13.98,8.022
63.012,-26.431,1959.0,10.32,8.1182
63.005,-26.452,1936.2,10.31,8.05424
61.094,-31.733,1959.0,10.32,8.0994
61.089,-31.745,1936.2,10.31,8.06284
58.963,-36.456,1917.6,9.76,8.1354
58.958,-36.466,1960.4,9.75,8.063680000000002
57.65,-39.014,1959.0,10.22,8.1187
57.647,-39.019,1935.0,10.21,8.04404
56.065,-41.675,1942.4,10.63,8.1114
56.058,-41.687,1907.2,10.62,8.040299999999998
53.987,-44.713,1542.6,13.0,8.1194
53.981,-44.721,1863.0,12.95,8.0959
51.174,-48.231,1898.6,12.98,8.1208
51.162,-48.244,1863.0,12.94,8.1082
49.265,-50.316,1917.6,9.99,8.1302
49.262,-50.32,1960.4,10.02,8.107859999999999
46.566,-53.291,1857.0,14.04,8.0652
46.566,-53.296,1857.0,14.04,8.048960000000001
45.565,-59.25,1596.0,16.13,8.0491
45.564,-59.254,1946.4,16.16,8.05542
39.1122,-71.677,756.6,17.58,8.1407
39.1143,-71.6733,756.6,17.54,8.1426
41.0227,-67.8685,67.0,6.08,8.123
41.024,-67.8655,67.0,6.05,8.1096
44.4087,-62.4453,226.8,4.37,8.119
44.4098,-62.4413,226.8,4.34,8.1163
45.8262,-57.7485,206.4,2.18,8.1209
45.827,-57.7462,206.4,2.21,8.1101
47.7743,-51.3905,225.0,0.78,8.1827
47.777,-51.3867,225.0,0.67,8.1755
49.1592,-49.379,576.2,2.87,8.2966
49.162,-49.3752,576.2,2.72,8.2943
49.1645,-49.3713,576.2,2.66,8.2879
51.0035,-46.6217,1879.2,7.76,8.0964
51.009,-46.6137,1902.0,7.78,8.0996
53.6348,-42.4457,1868.0,6.59,8.0775
53.6348,-42.4457,1868.0,6.59,8.0703
53.6375,-42.4413,1868.0,6.59,8.067
56.4726,-37.6826,1868.0,6.54,8.0508
56.475,-37.6783,1868.0,6.54,8.0455
59.151,-32.873,1879.2,7.64,8.0451
59.153,-32.8686,1879.2,7.64,8.0457
61.5072,-28.23,1902.0,8.07,8.0553
62.9187,-26.5912,1957.8,10.16,8.05754
62.9165,-26.5985,1959.0,10.17,8.06
61.232,-31.2712,1957.8,10.05,8.05342
61.2295,-31.2765,1959.0,10.02,8.0662
59.5642,-35.1867,1936.2,10.34,8.06368
59.5615,-35.1925,1936.2,10.36,8.0639
57.277,-39.6263,1927.4,8.41,8.035720000000001
57.2743,-39.631,1927.4,8.46,8.035720000000001
55.4408,-42.6022,1917.6,9.81,8.0701
55.4382,-42.6065,1960.4,9.8,8.0761
55.4358,-42.6105,1960.4,9.79,8.0761
52.471,-46.6757,1892.0,11.93,8.10604
52.4688,-46.6788,1913.4,11.96,8.082
49.2148,-50.4112,1879.2,7.26,8.11418
49.2115,-50.4145,1879.2,7.35,8.11418
49.2085,-50.4178,1879.2,7.44,8.1199
46.177,-57.348,1863.0,12.75,8.011700000000001
46.177,-57.348,1191.6,12.73,8.066
44.918,-61.3507,554.0,13.82,8.01732
44.917,-61.3543,881.4,13.8,8.0278
43.0278,-66.9498,193.4,12.58,8.03146
43.027,-66.9553,138.6,12.6,8.03714
42.6025,-69.5377,256.2,13.35,8.05734
42.6018,-69.5423,256.2,13.38,8.05734
63.5513,-23.9653,1927.4,8.15,8.02796
63.5454,-23.9778,1927.4,8.17,8.02796
60.8122,-29.6875,1902.0,8.11,8.04782
60.8037,-29.7045,1927.4,8.25,8.04782
57.3047,-36.276,1879.2,7.07,8.03374
55.9815,-38.5768,1876.6,7.31,8.03788
53.655,-42.4533,1879.2,6.74,8.06184
52.0458,-44.974,1936.2,11.24,8.08682
49.999,-48.1167,1923.6,4.52,8.16964
48.6575,-50.1417,576.2,2.42,8.207159999999998
47.6846,-51.527,576.2,2.89,8.1454
46.822,-54.7738,1908.8,4.65,8.035720000000001
46.6256,-55.3096,1908.8,4.37,8.035720000000001
45.8922,-57.9582,1923.6,5.79,7.961320000000001
45.7157,-58.5065,1923.6,5.77,7.961320000000001
45.549,-59.081,1923.6,5.96,7.961320000000001
45.2983,-59.9197,1554.8,6.9,7.961320000000001
45.078,-60.6363,1904.6,6.53,7.961320000000001
44.9025,-61.2095,1227.6,7.16,7.969460000000001
44.6847,-61.9418,224.2,7.7,7.9748
63.9338,-23.3125,1942.4,11.425,8.1383
62.7004,-25.7972,1942.4,10.742,8.0495
60.8487,-29.362,1936.2,10.396,8.0532
60.2734,-30.4178,1959.0,10.106,8.0529
59.0365,-32.6594,1959.0,9.96,8.042
57.8257,-34.7474,1917.6,9.745,8.0098
56.6265,-36.7777,1959.0,9.076,8.0519
55.5222,-38.5767,1927.4,8.73,8.0399
54.4047,-40.3409,1927.4,8.34,8.0511
53.436,-41.8418,1927.4,8.147,8.064620000000001
52.7537,-42.8271,1879.2,7.589,8.0572
51.89,-43.5103,1959.0,9.195,8.0711
51.0139,-44.8669,1959.0,10.158,8.073
49.9862,-46.5508,1927.4,8.522,8.112
48.8936,-48.2989,1878.0,6.828,8.1531
48.722,-48.5976,1899.6,6.233,8.1449
48.5185,-48.8883,1923.6,5.349,8.1493
48.3563,-49.1158,1923.6,5.64,8.1185
48.0891,-49.4919,1923.6,5.466,8.1002
47.8439,-49.8048,1923.6,5.798,8.0597
47.3434,-50.5381,1868.0,6.494,8.0245
46.9142,-51.3305,1878.0,6.922,8.0215
46.7048,-52.1568,1902.0,7.792,8.0106
46.5009,-53.0138,1868.0,6.63,8.0573
46.5341,-53.928,1959.0,9.102,7.9837
46.8394,-54.7414,1896.0,10.418,7.9799
46.3359,-55.9502,1917.6,9.853,8.001
45.607,-58.2168,1942.4,10.961,7.9585
44.8978,-60.347,1585.0,10.778,7.9688
44.1354,-62.6436,881.4,13.577,8.0086
43.3943,-64.8262,225.6,13.044,7.9636
43.2582,-67.0506,190.8,12.266,8.0237
43.4044,-69.2831,225.0,13.637,8.0626
28.9979,-94.9994,18.0,26.614,7.83302
28.9979,-94.9994,18.0,26.618,7.83302
28.9979,-94.9994,18.0,26.622,7.83302
28.9979,-94.9994,18.0,26.624,7.83302
28.9979,-94.9994,18.0,26.625,7.83302
28.9979,-94.9994,18.0,26.622,7.83302
28.9979,-94.9994,18.0,26.623,7.83302
28.9979,-94.9994,18.0,26.62,7.83302
28.9979,-94.9994,18.0,26.621,7.83302
28.9979,-94.9994,18.0,26.62,7.83302
28.9979,-94.9994,18.0,26.618,7.83302
28.9979,-94.9994,18.0,29.083,8.009699999999999
28.9979,-94.9994,18.0,29.076,8.009699999999999
28.9979,-94.9994,18.0,29.072,8.009699999999999
28.9979,-94.9994,18.0,29.078,8.1327
28.9979,-94.9994,18.0,29.071,8.009699999999999
28.9979,-94.9994,18.0,29.072,8.009699999999999
28.9979,-94.9994,18.0,29.077,8.009699999999999
28.9979,-94.9994,18.0,29.086,8.009699999999999
28.9979,-94.9994,18.0,29.078,8.009699999999999
28.9979,-94.9994,18.0,29.075,8.009699999999999
28.9979,-94.9994,18.0,29.072,8.009699999999999
28.6838,-94.9997,27.0,27.398,8.02482
28.6838,-94.9997,27.0,27.48,8.02482
28.6838,-94.9997,27.0,28.743,8.1131
28.6838,-94.9997,27.0,28.708,8.018699999999999
28.6838,-94.9997,27.0,29.336,8.018699999999999
28.6838,-94.9997,27.0,29.331,8.018699999999999
28.6838,-94.9997,27.0,29.335,8.018699999999999
28.6838,-94.9997,27.0,29.334,8.018699999999999
28.6838,-94.9997,27.0,29.328,8.018699999999999
28.6838,-94.9997,27.0,29.328,8.018699999999999
28.6838,-94.9997,27.0,29.324,8.018699999999999
28.6838,-94.9997,27.0,29.338,8.018699999999999
28.3325,-95.0007,35.0,26.822,8.059899999999999
28.3325,-95.0007,35.0,26.838,8.0521
28.3325,-95.0007,35.0,28.172,8.0498
28.3325,-95.0007,35.0,28.17,8.059899999999999
28.3325,-95.0007,35.0,28.634,8.0918
28.3325,-95.0007,35.0,28.642,8.059899999999999
28.3325,-95.0007,35.0,28.653,8.059899999999999
28.3325,-95.0007,35.0,28.651,8.059899999999999
28.3325,-95.0007,35.0,28.653,8.059899999999999
28.3325,-95.0007,35.0,28.653,8.059899999999999
28.3325,-95.0007,35.0,28.653,8.059899999999999
28.3325,-95.0007,35.0,28.652,8.059899999999999
28.3325,-95.0007,35.0,28.65,8.0981
28.0838,-95.0,55.0,22.909,8.1079
28.0838,-95.0,55.0,22.911,8.07098
28.0838,-95.0,55.0,24.17,8.0926
28.0838,-95.0,55.0,24.17,8.08212
28.0838,-95.0,55.0,26.286,8.07746
28.0838,-95.0,55.0,26.278,8.0606
28.0838,-95.0,55.0,28.301,8.0587
28.0838,-95.0,55.0,28.235,8.077459999999999
28.0838,-95.0,55.0,28.907,8.077459999999999
28.0838,-95.0,55.0,28.89,8.0846
28.0838,-95.0,55.0,28.885,8.0908
28.0838,-95.0,55.0,28.883,8.077459999999999
27.833,-94.9998,217.0,14.935,7.9571
27.833,-94.9998,217.0,15.796,7.935
27.833,-94.9998,217.0,16.074,7.9486
27.833,-94.9998,217.0,17.602,7.9715
27.833,-94.9998,217.0,19.255,8.0152
27.833,-94.9998,217.0,21.032,8.0689
27.833,-94.9998,217.0,22.231,8.0908
27.833,-94.9998,217.0,23.486,8.0754
27.833,-94.9998,217.0,25.738,8.0475
27.833,-94.9998,217.0,27.676,8.0342
27.833,-94.9998,217.0,29.215,8.0477
27.833,-94.9998,217.0,29.256,8.0471
27.833,-94.9998,217.0,29.255,8.03642
27.833,-94.9998,217.0,29.247,8.03642
27.6493,-94.999,632.0,7.66,7.8268
27.6493,-94.999,632.0,8.777,7.8241
27.6493,-94.999,632.0,9.382,7.8254
27.6493,-94.999,632.0,10.11,7.8356
27.6493,-94.999,632.0,11.338,7.8465
27.6493,-94.999,632.0,13.25,7.8793
27.6493,-94.999,632.0,14.525,7.9302
27.6493,-94.999,632.0,16.11,7.9618
27.6493,-94.999,632.0,17.67,7.9739
27.6493,-94.999,632.0,19.36,8.0165
27.6493,-94.999,632.0,21.67,8.0827
27.6493,-94.999,632.0,23.443,8.0765
27.6493,-94.999,632.0,27.631,8.0284
27.6493,-94.999,632.0,28.819,8.0429
27.6493,-94.999,632.0,28.854,8.0467
27.6493,-94.999,632.0,29.364,8.0439
27.4992,-95.0003,890.0,5.609,7.893
27.4992,-95.0003,890.0,5.848,7.874
27.4992,-95.0003,890.0,6.618,7.8587
27.4992,-95.0003,890.0,7.484,7.8538
27.4992,-95.0003,890.0,8.518,7.8534
27.4992,-95.0003,890.0,9.203,7.8677
27.4992,-95.0003,890.0,10.047,7.8512
27.4992,-95.0003,890.0,11.334,7.8363
27.4992,-95.0003,890.0,13.135,7.863
27.4992,-95.0003,890.0,15.113,7.9131
27.4992,-95.0003,890.0,16.346,7.9361
27.4992,-95.0003,890.0,18.105,7.977
27.4992,-95.0003,890.0,19.648,8.0183
27.4992,-95.0003,890.0,21.5,8.062
27.4992,-95.0003,890.0,23.127,8.0739
27.4992,-95.0003,890.0,25.101,8.0527
27.4992,-95.0003,890.0,27.76,8.0151
27.4992,-95.0003,890.0,29.096,8.0339
27.4992,-95.0003,890.0,29.248,8.0382
27.4992,-95.0003,890.0,29.801,8.022
27.333,-95.0006,1115.0,5.093,7.9
27.333,-95.0006,1115.0,5.423,7.8859
27.333,-95.0006,1115.0,5.701,7.8801
27.333,-95.0006,1115.0,6.345,7.8528
27.333,-95.0006,1115.0,7.219,7.8368
27.333,-95.0006,1115.0,8.906,7.8352
27.333,-95.0006,1115.0,9.919,7.8532
27.333,-95.0006,1115.0,11.076,7.8616
27.333,-95.0006,1115.0,12.888,7.8857
27.333,-95.0006,1115.0,14.23,7.9008
27.333,-95.0006,1115.0,16.059,7.9397
27.333,-95.0006,1115.0,17.279,7.9654
27.333,-95.0006,1115.0,18.694,8.0071
27.333,-95.0006,1115.0,20.005,8.0466
27.333,-95.0006,1115.0,21.938,8.0902
27.333,-95.0006,1115.0,24.188,8.0839
27.333,-95.0006,1115.0,25.312,8.061359999999999
27.333,-95.0006,1115.0,27.879,8.0325
27.333,-95.0006,1115.0,29.142,8.048480000000001
27.333,-95.0006,1115.0,29.083,8.0499
27.333,-95.0006,1115.0,29.3,8.03534
27.333,-95.0006,1115.0,29.307,8.0503
28.7942,-90.5563,17.0,30.029,8.013079999999999
28.7942,-90.5563,17.0,30.005,8.013079999999999
28.7942,-90.5563,17.0,30.029,8.013079999999999
28.7942,-90.5563,17.0,30.051,8.013079999999999
28.7942,-90.5563,17.0,30.099,8.013079999999999
28.7942,-90.5563,17.0,30.423,8.013079999999999
28.7942,-90.5563,17.0,30.022,8.013079999999999
28.7942,-90.5563,17.0,30.032,8.013079999999999
28.7942,-90.5563,17.0,30.048,8.12
28.7942,-90.5563,17.0,30.634,8.057920000000001
28.7942,-90.5563,17.0,30.586,8.057920000000001
28.7942,-90.5563,17.0,31.11,8.057920000000001
28.7942,-90.5563,17.0,31.096,8.057920000000001
28.7942,-90.5563,17.0,31.102,8.057920000000001
28.7942,-90.5563,17.0,31.081,8.057920000000001
28.7942,-90.5563,17.0,31.103,8.057920000000001
28.7942,-90.5563,17.0,31.088,8.057920000000001
28.7942,-90.5563,17.0,31.099,8.057920000000001
28.7942,-90.5563,17.0,31.112,8.057920000000001
28.7942,-90.5563,17.0,31.11,8.057920000000001
28.7942,-90.5563,17.0,31.104,8.057920000000001
28.7942,-90.5563,17.0,31.105,8.057920000000001
28.7942,-90.5563,17.0,31.082,8.057920000000001
28.8442,-90.336,16.0,30.17,8.11534
28.8442,-90.336,16.0,30.265,8.1496
28.8442,-90.336,16.0,30.228,8.11534
28.8442,-90.336,16.0,30.444,8.11534
28.8442,-90.336,16.0,30.446,8.11534
28.8442,-90.336,16.0,30.45,8.11534
29.0547,-89.9903,15.0,29.026,8.061679999999999
29.0547,-89.9903,15.0,29.77,8.1293
29.0547,-89.9903,15.0,29.445,8.061679999999999
29.0547,-89.9903,15.0,30.213,8.1352
29.0547,-89.9903,15.0,30.214,8.061679999999999
29.0547,-89.9903,15.0,30.215,8.061679999999999
28.7488,-89.9977,49.0,23.517,8.00476
28.7488,-89.9977,49.0,23.517,8.00476
28.7488,-89.9977,49.0,27.687,7.9896
28.7488,-89.9977,49.0,27.68,7.988379999999999
28.7488,-89.9977,49.0,29.393,8.0258
28.7488,-89.9977,49.0,29.396,8.0745
28.7488,-89.9977,49.0,30.138,8.0431
28.7488,-89.9977,49.0,30.14,8.093459999999999
28.7488,-89.9977,49.0,30.061,8.1787
28.7488,-89.9977,49.0,30.064,8.093459999999999
28.499,-89.9998,98.0,18.482,7.943899999999999
28.499,-89.9998,98.0,19.1,7.967
28.499,-89.9998,98.0,24.685,7.9954
28.499,-89.9998,98.0,26.639,8.0484
28.499,-89.9998,98.0,28.841,8.0354
28.499,-89.9998,98.0,29.571,8.0241
28.499,-89.9998,98.0,30.329,8.0319
28.499,-89.9998,98.0,30.104,8.0371
28.2498,-89.9992,175.0,15.997,7.9504
28.2498,-89.9992,175.0,20.028,8.0169
28.2498,-89.9992,175.0,21.122,8.0702
28.2498,-89.9992,175.0,24.231,8.0771
28.2498,-89.9992,175.0,26.89,8.05856
28.2498,-89.9992,175.0,27.726,8.05416
28.2498,-89.9992,175.0,29.091,8.0509
28.2498,-89.9992,175.0,29.403,8.0487
28.2498,-89.9992,175.0,30.635,8.0224
28.2498,-89.9992,175.0,30.955,8.0291
28.2498,-89.9992,175.0,30.903,8.0408
28.0823,-89.9998,434.0,10.519,7.8745
28.0823,-89.9998,434.0,12.726,7.8856
28.0823,-89.9998,434.0,13.847,7.9032
28.0823,-89.9998,434.0,15.094,7.9382
28.0823,-89.9998,434.0,16.987,7.9765
28.0823,-89.9998,434.0,18.549,7.9952
28.0823,-89.9998,434.0,20.671,7.9928
28.0823,-89.9998,434.0,22.429,8.0074
28.0823,-89.9998,434.0,25.522,8.035
28.0823,-89.9998,434.0,26.789,8.059
28.0823,-89.9998,434.0,27.449,8.0688
28.0823,-89.9998,434.0,28.093,8.0637
28.0823,-89.9998,434.0,29.869,8.0359
28.0823,-89.9998,434.0,30.16,8.041
28.0823,-89.9998,434.0,30.798,8.0329
27.9168,-90.0,665.0,6.754,7.8685
27.9168,-90.0,665.0,8.003,7.8556
27.9168,-90.0,665.0,9.308,7.869
27.9168,-90.0,665.0,10.569,7.8885
27.9168,-90.0,665.0,11.99,7.9004
27.9168,-90.0,665.0,13.572,7.9154
27.9168,-90.0,665.0,15.17,7.9485
27.9168,-90.0,665.0,16.667,7.9795
27.9168,-90.0,665.0,18.536,7.9947
27.9168,-90.0,665.0,20.103,8.0616
27.9168,-90.0,665.0,22.363,8.0537
27.9168,-90.0,665.0,24.279,8.0732
27.9168,-90.0,665.0,26.748,8.0608
27.9168,-90.0,665.0,27.385,8.0517
27.9168,-90.0,665.0,28.234,8.0481
27.9168,-90.0,665.0,29.353,8.0435
27.9168,-90.0,665.0,29.669,8.0438
27.9168,-90.0,665.0,30.3,8.0358
27.7498,-90.0023,835.0,5.778,7.8821
27.7498,-90.0023,835.0,6.723,7.8546
27.7498,-90.0023,835.0,7.906,7.8429
27.7498,-90.0023,835.0,9.188,7.8497
27.7498,-90.0023,835.0,10.339,7.8614
27.7498,-90.0023,835.0,11.421,7.8885
27.7498,-90.0023,835.0,13.391,7.9063
27.7498,-90.0023,835.0,14.707,7.94
27.7498,-90.0023,835.0,16.414,7.976
27.7498,-90.0023,835.0,18.193,7.98104
27.7498,-90.0023,835.0,19.737,8.0389
27.7498,-90.0023,835.0,21.476,8.044
27.7498,-90.0023,835.0,21.476,8.02792
27.7498,-90.0023,835.0,24.551,8.0237
27.7498,-90.0023,835.0,26.098,8.057
27.7498,-90.0023,835.0,26.097,8.047999999999998
27.7498,-90.0023,835.0,27.131,8.0513
27.7498,-90.0023,835.0,27.708,8.0544
