State,Abbreviation,County,Population,Temperature,Precipitation,Palmer-Z
Kansas,KS,Franklin,25992.0,56.2,31.17,-0.46
Kansas,KS,Geary,35691.0,55.9,25.69,-0.66
Kansas,KS,Gove,2717.0,53.4,17.64,-0.86
Kansas,KS,Graham,2411.0,53.2,18.09,-1.12
Kansas,KS,Grant,7197.0,54.9,18.88,-0.38
Kansas,KS,Gray,5729.0,55.1,20.62,-0.66
Kansas,KS,Greeley,1223.0,51.9,18.95,0.17
Kansas,KS,Greenwood,5939.0,57.4,21.99,-1.38
Kansas,KS,Hamilton,2430.0,53.6,19.95,0.29
Kansas,KS,Harper,5323.0,58.2,28.96,-0.1
Kansas,KS,Harvey,33801.0,57.2,20.87,-1.32
Kansas,KS,Haskell,3576.0,55,20.68,-0.49
Kansas,KS,Hodgeman,1755.0,55.5,17.2,-1.05
Kansas,KS,Jackson,13286.0,54.2,29.22,-0.36
Kansas,KS,Jefferson,18344.0,55.3,29.17,-0.57
Kansas,KS,Jewell,2898.0,53.5,20.33,-1.42
Kansas,KS,Johnson,619195.0,56.2,29.4,-0.63
Kansas,KS,Kearny,3855.0,54.2,20.79,0.05
Kansas,KS,Kingman,7193.0,57.1,26.03,-0.41
Kansas,KS,Kiowa,2404.0,56.5,23.45,-0.39
Kansas,KS,Labette,19757.0,58.6,32.24,-0.71
Kansas,KS,Lane,1556.0,54,16.44,-1.01
Kansas,KS,Leavenworth,82892.0,55.8,30.18,-0.54
Kansas,KS,Lincoln,2899.0,55.7,21.14,-1.23
Kansas,KS,Linn,9796.0,56.5,31.03,-0.59
Kansas,KS,Logan,2705.0,52.9,20.75,-0.09
Kansas,KS,Lyon,31898.0,56.7,25.71,-0.84
Kansas,KS,McPherson,30012.0,56.5,22.17,-0.98
Kansas,KS,Marion,11868.0,56.4,21.98,-1.15
Kansas,KS,Marshall,9982.0,52.5,27.32,-0.14
Kansas,KS,Meade,3897.0,56.7,23.58,-0.26
Kansas,KS,Miami,34867.0,56.4,30.45,-0.61
Kansas,KS,Mitchell,5738.0,54.4,19.88,-1.36
Kansas,KS,Montgomery,30996.0,58.8,28.19,-0.87
Kansas,KS,Morris,5349.0,55.6,24.27,-0.82
Kansas,KS,Morton,2599.0,55.2,18.95,-0.15
Kansas,KS,Nemaha,10115.0,52.7,29.59,-0.15
Kansas,KS,Neosho,15606.0,57.8,31.76,-0.65
Kansas,KS,Ness,2645.0,54.5,15.11,-1.19
Kansas,KS,Norton,5301.0,52,21.07,-0.7
Kansas,KS,Osage,15654.0,56.5,26.86,-0.78
Kansas,KS,Osborne,3490.0,54.2,21.1,-1.09
Kansas,KS,Ottawa,5795.0,55.8,21.46,-1.28
Kansas,KS,Pawnee,6179.0,55.2,18.34,-1.06
Kansas,KS,Phillips,4809.0,52.6,20.3,-0.95
Kansas,KS,Pottawatomie,26273.0,54.3,26.31,-0.51
Kansas,KS,Pratt,9067.0,56.8,22.89,-0.56
Kansas,KS,Rawlins,2528.0,51.3,22.07,0.15
Kansas,KS,Reno,61516.0,56.6,22.61,-0.78
Kansas,KS,Republic,4642.0,53.8,20.84,-1.49
Kansas,KS,Rice,9407.0,55.9,24.93,-0.4
Kansas,KS,Riley,71108.0,55,25.31,-0.58
Kansas,KS,Rooks,4813.0,53.7,19.99,-0.95
Kansas,KS,Rush,2927.0,54.5,18.4,-1.03
Kansas,KS,Russell,6639.0,55.6,20.89,-1.28
Kansas,KS,Saline,53596.0,56.5,25.03,-0.8
Kansas,KS,Scott,5014.0,53.7,17.94,-0.75
Kansas,KS,Sedgwick,525525.0,58,23.44,-0.99
Kansas,KS,Seward,21358.0,56.4,21.89,-0.34
Kansas,KS,Shawnee,177480.0,56,27,-0.74
Kansas,KS,Sheridan,2425.0,52.3,19.5,-0.86
Kansas,KS,Sherman,5830.0,51.3,20.58,0.09
Kansas,KS,Smith,3533.0,52.7,21.86,-0.9
Kansas,KS,Stafford,3993.0,55.5,22.44,-0.62
Kansas,KS,Stanton,1963.0,54.5,18.58,-0.15
Kansas,KS,Stevens,5175.0,55.8,20.68,-0.23
Kansas,KS,Sumner,22473.0,58.6,26.37,-0.64
Kansas,KS,Thomas,7893.0,51.7,21.71,-0.16
Kansas,KS,Trego,2752.0,53.8,15.36,-1.28
Kansas,KS,Wabaunsee,7019.0,55.6,26.36,-0.62
Kansas,KS,Wallace,1488.0,52.1,19.13,-0.08
Kansas,KS,Washington,5501.0,53,22.84,-0.76
Kansas,KS,Wichita,2064.0,52.9,19.13,-0.26
Kansas,KS,Wilson,8622.0,58.2,30.12,-0.62
Kansas,KS,Woodson,3109.0,57.7,25.93,-0.96
Kansas,KS,Wyandotte,165746.0,56.2,30.39,-0.63
Kentucky,KY,Adair,19067.0,57.2,43.85,-0.49
Kentucky,KY,Allen,21275.0,58.8,49.41,-0.07
Kentucky,KY,Anderson,24224.0,56.3,44.26,-0.19
Kentucky,KY,Ballard,7650.0,59.4,57.76,0.43
Kentucky,KY,Barren,44854.0,58.5,47.7,-0.26
Kentucky,KY,Bath,12829.0,55.6,42.02,-0.14
Kentucky,KY,Bell,23568.0,55.6,49.09,-0.04
Kentucky,KY,Boone,139093.0,55.6,39.72,-0.07
Kentucky,KY,Bourbon,20093.0,55.6,43.6,-0.18
Kentucky,KY,Boyd,48110.0,56.4,34.66,-0.88
Kentucky,KY,Boyle,30904.0,56.3,44.11,-0.4
Kentucky,KY,Bracken,8452.0,55,41.74,-0.04
Kentucky,KY,Breathitt,13351.0,57.1,45.29,0.02
Kentucky,KY,Breckinridge,20943.0,56.4,52,0.41
Kentucky,KY,Bullitt,83836.0,57.4,44.43,-0.25
Kentucky,KY,Butler,12295.0,58.8,49.77,0
Kentucky,KY,Caldwell,12570.0,58.8,43.54,-0.61
Kentucky,KY,Calloway,37685.0,59.2,51.69,-0.15
Kentucky,KY,Campbell,93300.0,55.6,38.63,-0.22
Kentucky,KY,Carlisle,4720.0,59.6,58.38,0.43
Kentucky,KY,Carroll,10938.0,56.4,44.19,0.4
Kentucky,KY,Carter,26395.0,55.4,36.18,-0.61
Kentucky,KY,Casey,15920.0,56.3,45.16,-0.37
Kentucky,KY,Christian,73037.0,59.2,45.57,-0.44
Kentucky,KY,Clark,37061.0,56,44.21,-0.15
Kentucky,KY,Clay,19913.0,56.8,47.78,0.05
Kentucky,KY,Clinton,9123.0,57.2,47.85,-0.24
Kentucky,KY,Crittenden,8981.0,58.4,42.15,-0.69
Kentucky,KY,Cumberland,5946.0,58,45.68,-0.4
Kentucky,KY,Daviess,103222.0,57.5,44.88,-0.11
Kentucky,KY,Edmonson,12269.0,58.7,50.93,-0.04
Kentucky,KY,Elliott,7293.0,55.5,37.25,-0.53
Kentucky,KY,Estill,14044.0,56.7,45.32,0.05
Kentucky,KY,Fayette,320347.0,55.9,43.26,-0.33
Kentucky,KY,Fleming,15288.0,55.1,41.76,-0.06
Kentucky,KY,Floyd,34978.0,56.9,41.33,-0.16
Kentucky,KY,Franklin,51607.0,56.3,43.69,-0.15
Kentucky,KY,Fulton,6382.0,59.8,54,0.07
Kentucky,KY,Gallatin,8763.0,56.3,39.07,-0.16
Kentucky,KY,Garrard,17589.0,56.6,42.69,-0.42
Kentucky,KY,Grant,25502.0,55.8,38.8,-0.21
Kentucky,KY,Graves,36412.0,59.4,56.78,0.2
Kentucky,KY,Grayson,26631.0,57.6,53.3,0.17
Kentucky,KY,Green,11365.0,57.8,43.41,-0.43
Kentucky,KY,Greenup,35403.0,55.6,36.11,-0.73
Kentucky,KY,Hancock,9021.0,56.3,49.29,0.47
Kentucky,KY,Hardin,111862.0,57.1,48.97,0.06
Kentucky,KY,Harlan,25662.0,54.7,47.18,-0.28
Kentucky,KY,Harrison,19103.0,55.6,42.21,-0.12
Kentucky,KY,Hart,19600.0,58.1,48.03,-0.15
Kentucky,KY,Henderson,44046.0,58.1,40.52,-0.64
Kentucky,KY,Henry,15771.0,55.9,44.79,0.18
Kentucky,KY,Hickman,4422.0,59.6,56.76,0.28
Kentucky,KY,Hopkins,44812.0,59,45.11,-0.26
Kentucky,KY,Jackson,12973.0,56.1,46.32,-0.13
Kentucky,KY,Jefferson,773399.0,57.1,43.73,-0.21
Kentucky,KY,Jessamine,54254.0,56.4,42.52,-0.44
Kentucky,KY,Johnson,22244.0,56.3,41.48,-0.27
Kentucky,KY,Kenton,170313.0,55.5,38.89,-0.16
Kentucky,KY,Knott,13874.0,56.3,44.09,-0.05
Kentucky,KY,Knox,29791.0,56.5,47.84,-0.02
Kentucky,KY,Larue,15163.0,57.3,45.44,-0.25
Kentucky,KY,Laurel,62885.0,56.5,45.9,-0.23
Kentucky,KY,Lawrence,16109.0,56.3,38.87,-0.52
Kentucky,KY,Lee,7261.0,56.9,45.78,0.12
Kentucky,KY,Leslie,10093.0,56.3,47.78,0.09
Kentucky,KY,Letcher,20893.0,55.3,40.25,-0.46
Kentucky,KY,Lewis,12954.0,54.8,40.43,-0.19
Kentucky,KY,Lincoln,24360.0,56.2,44.27,-0.44
Kentucky,KY,Livingston,8963.0,58.8,47.91,-0.42
Kentucky,KY,Logan,27877.0,58.4,50.93,0.16
Kentucky,KY,Lyon,9101.0,59.1,45.88,-0.56
Kentucky,KY,McCracken,67490.0,59.4,56.44,0.24
Kentucky,KY,McCreary,16701.0,56,47.89,-0.03
Kentucky,KY,McLean,9105.0,58.7,45.17,-0.19
Kentucky,KY,Madison,95187.0,56.6,43.47,-0.19
Kentucky,KY,Magoffin,11357.0,56.4,42.17,-0.21
Kentucky,KY,Marion,19775.0,56.9,44.5,-0.33
Kentucky,KY,Marshall,31777.0,59.3,52.38,-0.07
Kentucky,KY,Martin,11095.0,56.7,44.01,-0.07
Kentucky,KY,Mason,16930.0,54.6,43.16,0.08
Kentucky,KY,Meade,30001.0,56.3,47.56,0.18
Kentucky,KY,Menifee,6250.0,55.7,42.89,-0.17
Kentucky,KY,Mercer,22902.0,56.5,43.47,-0.38
Kentucky,KY,Metcalfe,10370.0,57.6,45.07,-0.38
Kentucky,KY,Monroe,11355.0,58.1,47.68,-0.32
Kentucky,KY,Montgomery,28367.0,55.7,44.23,-0.08
Kentucky,KY,Morgan,14120.0,55.9,40.13,-0.35
Kentucky,KY,Muhlenberg,30455.0,58.9,48.6,0.02
Kentucky,KY,Nelson,47392.0,57.1,45.21,-0.22
Kentucky,KY,Nicholas,7805.0,55.3,43.7,-0.04
Kentucky,KY,Ohio,23527.0,58.1,49.73,0.18
Kentucky,KY,Oldham,69431.0,55.9,46,0.21
Kentucky,KY,Owen,11290.0,56.1,41.47,-0.08
Kentucky,KY,Owsley,3929.0,57.1,46.72,0.11
Kentucky,KY,Pendleton,14676.0,55.6,39.19,-0.2
Kentucky,KY,Perry,27361.0,56.6,46.3,0.07
Kentucky,KY,Pike,56286.0,56.7,41.32,-0.18
Kentucky,KY,Powell,13083.0,56.3,45.51,0.04
Kentucky,KY,Pulaski,65795.0,56.6,45.5,-0.36
Kentucky,KY,Robertson,2229.0,55.2,43.15,0.02
Kentucky,KY,Rockcastle,16242.0,56.3,45.07,-0.45
Kentucky,KY,Rowan,24388.0,55.1,38.7,-0.43
Kentucky,KY,Russell,18178.0,56.9,44.96,-0.43
Kentucky,KY,Scott,59099.0,55.8,43.12,-0.19
Kentucky,KY,Shelby,48886.0,55.9,44.86,-0.11
Kentucky,KY,Simpson,19949.0,58.8,51.04,0.17
Kentucky,KY,Spencer,20204.0,56.5,45,-0.25
Kentucky,KY,Taylor,26407.0,57.1,43.65,-0.44
Kentucky,KY,Todd,12404.0,58.6,48.71,-0.16
Kentucky,KY,Trigg,14332.0,59.4,46.02,-0.54
Kentucky,KY,Trimble,8539.0,56,48.3,0.78
Kentucky,KY,Union,12961.0,58.1,38.81,-0.79
Kentucky,KY,Warren,139843.0,59.2,48.39,-0.15
Kentucky,KY,Washington,12061.0,56.6,45.2,-0.22
Kentucky,KY,Wayne,19681.0,56.6,46.76,-0.21
Kentucky,KY,Webster,12726.0,58.5,42.42,-0.45
Kentucky,KY,Whitley,36873.0,56.3,47.74,0.05
Kentucky,KY,Wolfe,6400.0,56.4,43.49,-0.06
Kentucky,KY,Woodford,27062.0,56.3,43.36,-0.3
Louisiana,LA,Acadia-Parish,56744.0,70.4,51.12,-0.84
Louisiana,LA,Allen-Parish,22320.0,69.7,54.64,-0.67
Louisiana,LA,Ascension-Parish,130458.0,71.1,50,-1.03
Louisiana,LA,Assumption-Parish,20604.0,71.3,45.31,-1.37
Louisiana,LA,Avoyelles-Parish,38751.0,69,51.52,-0.66
Louisiana,LA,Beauregard-Parish,36570.0,69.9,52.28,-0.78
Louisiana,LA,Bienville-Parish,12641.0,66.9,52.12,-0.33
Louisiana,LA,Bossier-Parish,129276.0,66.9,55.51,0.25
Louisiana,LA,Caddo-Parish,229025.0,67.3,52.76,0.16
Louisiana,LA,Calcasieu-Parish,202418.0,70.7,49.87,-0.8
Louisiana,LA,Caldwell-Parish,9554.0,67.4,45.09,-0.8
Louisiana,LA,Cameron-Parish,4902.0,71.2,48.38,-0.71
Louisiana,LA,Catahoula-Parish,8566.0,68.2,45.17,-0.9
Louisiana,LA,Claiborne-Parish,13744.0,65.6,54.71,0.06
Louisiana,LA,Concordia-Parish,18116.0,68.5,45.63,-0.96
Louisiana,LA,De-Soto-Parish,26853.0,67.6,51.12,-0.26
Louisiana,LA,East-Baton-Rouge-Parish,450544.0,70.7,52.76,-0.89
Louisiana,LA,East-Carroll-Parish,6990.0,66.9,43.46,-0.75
Louisiana,LA,East-Feliciana-Parish,19135.0,69.6,51.69,-1.09
Louisiana,LA,Evangeline-Parish,31986.0,69.5,53.69,-0.58
Louisiana,LA,Franklin-Parish,19308.0,67.6,48.6,-0.53
Louisiana,LA,Grant-Parish,22000.0,68.5,46.24,-0.88
Louisiana,LA,Iberia-Parish,68327.0,71.1,44.58,-1.22
Louisiana,LA,Iberville-Parish,29506.0,70.9,51.65,-0.84
Louisiana,LA,Jackson-Parish,14839.0,66.7,49.48,-0.59
Louisiana,LA,Jefferson-Parish,425884.0,72.3,41.47,-1.56
Louisiana,LA,Jefferson-Davis-Parish,32026.0,70.3,52.65,-0.71
Louisiana,LA,Lafayette-Parish,247866.0,70.9,48.04,-0.96
Louisiana,LA,Lafourche-Parish,95870.0,72.2,39.09,-1.73
Louisiana,LA,LaSalle-Parish,14729.0,0,0,0
Louisiana,LA,Lincoln-Parish,48129.0,66.2,51.14,-0.36
Louisiana,LA,Livingston-Parish,148425.0,70.6,53.42,-0.96
Louisiana,LA,Madison-Parish,9478.0,67.4,48.49,-0.43
Louisiana,LA,Morehouse-Parish,24446.0,66.4,48.04,-0.41
Louisiana,LA,Natchitoches-Parish,36663.0,68.5,51.63,-0.5
Louisiana,LA,Orleans-Parish,369749.0,71.9,41.53,-1.49
Louisiana,LA,Ouachita-Parish,157702.0,66.8,46.45,-0.63
Louisiana,LA,Plaquemines-Parish,22516.0,72.6,40.49,-1.6
Louisiana,LA,Pointe-Coupee-Parish,20151.0,70.1,49.25,-1.03
Louisiana,LA,Rapides-Parish,127189.0,69.1,50.2,-0.74
Louisiana,LA,Red-River-Parish,7420.0,67.6,51.82,-0.23
Louisiana,LA,Richland-Parish,19826.0,67.2,45.98,-0.68
Louisiana,LA,Sabine-Parish,21985.0,68.4,54.93,-0.29
Louisiana,LA,St.-Bernard-Parish,44479.0,71.9,41.1,-1.52
Louisiana,LA,St.-Charles-Parish,50998.0,72,41.31,-1.56
Louisiana,LA,St.-Helena-Parish,10822.0,69.1,53.65,-1.03
Louisiana,LA,St.-James-Parish,19423.0,71.3,45.74,-1.31
Louisiana,LA,St.-John-the-Baptist-Parish,39864.0,71.4,44.3,-1.39
Louisiana,LA,St.-Landry-Parish,81773.0,69.9,52.52,-0.78
Louisiana,LA,St.-Martin-Parish,51236.0,70.9,47.75,-1.09
Louisiana,LA,St.-Mary-Parish,47789.0,71.4,40.66,-1.61
Louisiana,LA,St.-Tammany-Parish,273263.0,70.5,47.5,-1.21
Louisiana,LA,Tangipahoa-Parish,137048.0,69.7,50.67,-1.18
Louisiana,LA,Tensas-Parish,3846.0,67.9,47.77,-0.63
Louisiana,LA,Terrebonne-Parish,104786.0,72.1,36.43,-1.89
Louisiana,LA,Union-Parish,20721.0,66,54.98,0.11
Louisiana,LA,Vermilion-Parish,56952.0,71.1,44.09,-1.13
Louisiana,LA,Vernon-Parish,47247.0,69.3,52.11,-0.78
Louisiana,LA,Washington-Parish,45025.0,69.3,55.64,-0.79
Louisiana,LA,Webster-Parish,35643.0,66.4,54.81,0.16
Louisiana,LA,West-Baton-Rouge-Parish,28034.0,70.8,50.25,-0.94
Louisiana,LA,West-Carroll-Parish,9475.0,66.7,42.82,-0.82
Louisiana,LA,West-Feliciana-Parish,15381.0,69.6,49.31,-1.09
Louisiana,LA,Winn-Parish,13205.0,67.7,47.18,-0.81
Maine,ME,Androscoggin,113023.0,47.4,62.13,1.37
Maine,ME,Aroostook,67255.0,41.9,46.07,0.81
Maine,ME,Cumberland,307451.0,47.5,60.94,1.41
Maine,ME,Franklin,30474.0,42.5,59.55,1.47
Maine,ME,Hancock,56701.0,47,59.94,1.06
Maine,ME,Kennebec,125540.0,47.3,59.08,1.34
Maine,ME,Knox,41164.0,47.2,63.29,1.29
Maine,ME,Lincoln,36215.0,47.7,60.99,1.28
Maine,ME,Oxford,59495.0,44.7,60.37,1.54
Maine,ME,Penobscot,153704.0,45.2,54.54,1.18
Maine,ME,Piscataquis,17417.0,42.5,54.6,1.38
Maine,ME,Sagadahoc,37393.0,48.1,61.53,1.37
Maine,ME,Somerset,51098.0,42.5,52.93,1.33
Maine,ME,Waldo,40241.0,46.7,60.75,1.26
Maine,ME,Washington,31437.0,46.4,55.04,0.72
Maine,ME,York,216732.0,47.9,63.05,1.71
Maryland,MD,Allegany,67267.0,53,34.47,-0.43
Maryland,MD,Anne-Arundel,593286.0,58.5,37.09,-0.73
Maryland,MD,Baltimore,846161.0,56.4,38.88,-0.71
Maryland,MD,Calvert,94573.0,58.2,36.31,-0.83
Maryland,MD,Caroline,33433.0,57.5,39.1,-0.66
Maryland,MD,Carroll,175305.0,54.8,37.2,-0.72
Maryland,MD,Cecil,104942.0,56.2,42.52,-0.27
Maryland,MD,Charles,170102.0,58.7,32.66,-1.26
Maryland,MD,Dorchester,32726.0,58.7,37.89,-0.86
Maryland,MD,Frederick,287079.0,55.2,35.3,-0.9
Maryland,MD,Garrett,28579.0,49.2,42.13,-0.51
Maryland,MD,Harford,263867.0,56.3,40.6,-0.48
Maryland,MD,Howard,335411.0,56.3,37.4,-0.81
Maryland,MD,Kent,19320.0,57.2,36.68,-0.84
Maryland,MD,Montgomery,1052521.0,56.6,35.11,-0.97
Maryland,MD,Prince-George's,946971.0,57.8,36.25,-0.76
Maryland,MD,Queen-Anne's,51711.0,57.3,36.89,-0.79
Maryland,MD,St.-Mary's,114877.0,58.6,36.48,-0.81
Maryland,MD,Somerset,24546.0,59.5,39.14,-0.71
Maryland,MD,Talbot,37932.0,58,38,-0.68
Maryland,MD,Washington,155590.0,54.5,32.75,-0.9
Maryland,MD,Wicomico,104664.0,58.9,38.93,-0.85
Maryland,MD,Worcester,53866.0,59.1,39.01,-0.78
Maryland,MD,Baltimore-city,569931.0,0,0,0
Massachusetts,MA,Barnstable,232457.0,53.5,54.13,0.54
Massachusetts,MA,Berkshire,127859.0,47.8,55.91,0.74
Massachusetts,MA,Bristol,580068.0,53.2,55.73,0.73
Massachusetts,MA,Dukes,20868.0,53.7,49.52,0.21
Massachusetts,MA,Essex,806765.0,51.1,55.59,0.83
Massachusetts,MA,Franklin,70894.0,49.3,58.81,1.05
Massachusetts,MA,Hampden,461041.0,50.4,59.23,1.02
Massachusetts,MA,Hampshire,162588.0,49.8,59.03,1.07
Massachusetts,MA,Middlesex,1617105.0,51.7,58.4,1.05
Massachusetts,MA,Nantucket,14421.0,52.9,40.5,-0.52
Massachusetts,MA,Norfolk,725531.0,52.7,58.13,0.81
Massachusetts,MA,Plymouth,533069.0,53.5,56.32,0.66
Massachusetts,MA,Suffolk,766381.0,52.9,57.27,0.72
Massachusetts,MA,Worcester,862927.0,50.5,59.98,1.08
Michigan,MI,Alcona,10417.0,46,30.45,-0.13
Michigan,MI,Alger,8807.0,42.3,38.57,0.75
Michigan,MI,Allegan,121210.0,49.9,36.58,0.21
Michigan,MI,Alpena,28847.0,46.2,31.9,-0.03
Michigan,MI,Antrim,24249.0,46.7,33.93,-0.19
Michigan,MI,Arenac,15089.0,48.1,31.54,-0.18
Michigan,MI,Baraga,8277.0,40.9,39.27,0.8
Michigan,MI,Barry,63554.0,49.6,35.15,0.1
Michigan,MI,Bay,102821.0,49.1,33.72,0.16
Michigan,MI,Benzie,18297.0,46.8,31.97,-0.29
Michigan,MI,Berrien,152900.0,50.9,39.84,0.33
Michigan,MI,Branch,44531.0,50.2,32.57,-0.08
Michigan,MI,Calhoun,133289.0,50,33.84,-0.19
Michigan,MI,Cass,51403.0,50.6,38.87,0.33
Michigan,MI,Charlevoix,26293.0,46.5,33.49,-0.11
Michigan,MI,Cheboygan,25940.0,45.5,30.76,-0.12
Michigan,MI,Chippewa,36293.0,42.8,35.7,0.29
Michigan,MI,Clare,31352.0,46.8,33.08,0.03
Michigan,MI,Clinton,79748.0,49.5,34.38,0.01
Michigan,MI,Crawford,13491.0,45.6,30.97,-0.74
Michigan,MI,Delta,36741.0,43.3,32.23,-0.04
Michigan,MI,Dickinson,25874.0,42.5,29,-0.55
Michigan,MI,Eaton,108992.0,49.6,34.6,-0.02
Michigan,MI,Emmet,34163.0,45.7,31.17,-0.24
Michigan,MI,Genesee,401983.0,49.6,34.73,-0.07
Michigan,MI,Gladwin,25728.0,47.9,32.83,-0.08
Michigan,MI,Gogebic,14319.0,40.5,36.19,0.32
Michigan,MI,Grand-Traverse,96464.0,47.1,31.88,-0.27
Michigan,MI,Gratiot,41100.0,48.9,34.99,0.34
Michigan,MI,Hillsdale,45762.0,49.9,31.76,-0.37
Michigan,MI,Houghton,37035.0,42.2,34.65,0.22
Michigan,MI,Huron,31248.0,48.7,34.04,0
Michigan,MI,Ingham,284108.0,49.4,32.55,-0.32
Michigan,MI,Ionia,66809.0,49.1,36.29,0.38
Michigan,MI,Iosco,25521.0,47.1,31.05,-0.24
Michigan,MI,Iron,11622.0,40.7,31.68,-0.13
Michigan,MI,Isabella,64447.0,48,35.4,0.53
Michigan,MI,Jackson,160066.0,49.4,31.23,-0.47
Michigan,MI,Kalamazoo,261173.0,50.5,35.22,-0.07
Michigan,MI,Kalkaska,18182.0,46.2,32.89,-0.31
Michigan,MI,Kent,659083.0,48.9,36,0.27
Michigan,MI,Keweenaw,2180.0,41.8,36.36,0.53
Michigan,MI,Lake,12594.0,46.7,32.06,-0.17
Michigan,MI,Lapeer,88780.0,49.5,37.91,0.65
Michigan,MI,Leelanau,22870.0,47,32.22,-0.17
Michigan,MI,Lenawee,98567.0,50.7,33.25,-0.08
Michigan,MI,Livingston,196161.0,49.2,32.36,-0.57
Michigan,MI,Luce,5330.0,42,35.24,0.14
Michigan,MI,Mackinac,10941.0,43.3,32.92,0.07
Michigan,MI,Macomb,874195.0,51.1,36.22,0.09
Michigan,MI,Manistee,25287.0,46.5,32.35,-0.03
Michigan,MI,Marquette,66661.0,41.6,38.86,0.77
Michigan,MI,Mason,29409.0,46.8,32.04,0.11
Michigan,MI,Mecosta,40720.0,47.1,31.81,-0.02
Michigan,MI,Menominee,23266.0,44.1,28.72,-0.57
Michigan,MI,Midland,83674.0,48.9,34.73,0.3
Michigan,MI,Missaukee,15213.0,45.9,31.28,-0.24
Michigan,MI,Monroe,155609.0,51.9,33,-0.29
Michigan,MI,Montcalm,67433.0,48,36.76,0.61
Michigan,MI,Montmorency,9569.0,45.8,29.99,-0.48
Michigan,MI,Muskegon,176565.0,48.8,35.19,0.26
Michigan,MI,Newaygo,50886.0,47.6,32.81,-0.04
Michigan,MI,Oakland,1269431.0,49.9,34.79,-0.37
Michigan,MI,Oceana,26973.0,47.6,35.17,0.32
Michigan,MI,Ogemaw,20970.0,46.5,31.2,-0.28
Michigan,MI,Ontonagon,5863.0,41.6,34.88,0.24
Michigan,MI,Osceola,23274.0,46.1,31.07,-0.16
Michigan,MI,Oscoda,8404.0,45.8,29.66,-0.6
Michigan,MI,Otsego,25644.0,45.4,31.52,-0.52
Michigan,MI,Ottawa,300873.0,49.4,34.53,0.04
Michigan,MI,Presque-Isle,13361.0,45.7,32.04,0.01
Michigan,MI,Roscommon,23708.0,46.1,31.23,-0.45
Michigan,MI,Saginaw,188330.0,49.4,35.23,0.37
Michigan,MI,St.-Clair,160151.0,50.6,36.35,-0.04
Michigan,MI,St.-Joseph,60874.0,50.8,32.98,-0.19
Michigan,MI,Sanilac,40657.0,49.1,35.35,0.2
Michigan,MI,Schoolcraft,8188.0,42.8,35.63,0.44
Michigan,MI,Shiawassee,68022.0,49.3,35.11,0.12
Michigan,MI,Tuscola,52945.0,49.1,36.59,0.62
Michigan,MI,Van-Buren,75692.0,50.4,38.31,0.26
Michigan,MI,Washtenaw,366376.0,49.6,32.28,-0.11
Michigan,MI,Wayne,1757043.0,51.5,35.23,-0.12
Michigan,MI,Wexford,34196.0,46.1,32.93,-0.19
Minnesota,MN,Aitkin,16126.0,40.8,23.1,-0.61
Minnesota,MN,Anoka,368864.0,45.3,23.3,-0.93
Minnesota,MN,Becker,35371.0,40.2,18.18,-1.05
Minnesota,MN,Beltrami,46799.0,39.5,16.28,-1.55
Minnesota,MN,Benton,41463.0,43.5,23.8,-0.47
Minnesota,MN,Big-Stone,5144.0,43.5,18.97,-0.72
Minnesota,MN,Blue-Earth,69631.0,45.5,24.21,-0.53
Minnesota,MN,Brown,25723.0,45.2,23.67,-0.43
Minnesota,MN,Carlton,36708.0,40.1,24.57,-0.45
Minnesota,MN,Carver,110034.0,45.5,21.64,-0.97
Minnesota,MN,Cass,31274.0,41.3,19.66,-1.03
Minnesota,MN,Chippewa,12284.0,44,22.1,-0.41
Minnesota,MN,Chisago,57988.0,44.5,24.55,-0.55
Minnesota,MN,Clay,65929.0,40.8,19.25,-0.35
Minnesota,MN,Clearwater,8649.0,39.6,17.19,-1.18
Minnesota,MN,Cook,5708.0,37.2,30.56,-0.03
Minnesota,MN,Cottonwood,11356.0,45,24.11,-0.35
Minnesota,MN,Crow-Wing,67948.0,42.3,22.48,-0.5
Minnesota,MN,Dakota,443341.0,46.1,22.49,-1
Minnesota,MN,Dodge,20981.0,44.9,25.47,-0.29
Minnesota,MN,Douglas,39668.0,42.2,18.3,-1.53
Minnesota,MN,Faribault,13926.0,45.8,25.09,-0.45
Minnesota,MN,Fillmore,21414.0,45.2,24.94,-0.37
Minnesota,MN,Freeborn,30718.0,45.6,23.22,-0.73
Minnesota,MN,Goodhue,48013.0,45.6,26.64,-0.39
Minnesota,MN,Grant,6136.0,42.6,18.71,-1.19
Minnesota,MN,Hennepin,1260121.0,45.8,21.92,-1.12
Minnesota,MN,Houston,18800.0,46.8,26.05,-0.26
Minnesota,MN,Hubbard,21960.0,40.7,17.5,-1.53
Minnesota,MN,Isanti,42727.0,44.3,23.03,-0.79
Minnesota,MN,Itasca,45205.0,39.8,19.18,-1.13
Minnesota,MN,Jackson,9893.0,45.5,24.55,-0.15
Minnesota,MN,Kanabec,16463.0,43,24.79,-0.5
Minnesota,MN,Kandiyohi,43839.0,43.4,21.29,-0.63
Minnesota,MN,Kittson,4059.0,38.9,14.32,-1.5
Minnesota,MN,Koochiching,11844.0,39.1,19.72,-1.07
Minnesota,MN,Lac-qui-Parle,6689.0,44.3,20.19,-0.57
Minnesota,MN,Lake,10939.0,37.7,27.03,-0.25
