latitude,longitude,depth,temperature,oxygen,pH
20.729,-94.732,3200.0,22.271,174.7,8.0094
20.729,-94.732,3200.0,23.871,202.7,8.0601
20.729,-94.732,3200.0,27.107,205.9,8.03
20.729,-94.732,3200.0,28.043,202.7,8.0335
20.729,-94.732,3200.0,28.634,200.6,8.0243
20.729,-94.732,3200.0,28.762,200.2,8.0248
20.6,-94.291,1877.0,4.248,215.4,7.9443
20.6,-94.291,1877.0,4.264,212.8,7.9517
20.6,-94.291,1877.0,4.301,209.3,7.955
20.6,-94.291,1877.0,4.448,201.0,7.9564
20.6,-94.291,1877.0,5.121,172.9,7.9113
20.6,-94.291,1877.0,5.93,149.1,7.8712
20.6,-94.291,1877.0,6.672,133.5,7.8514
20.6,-94.291,1877.0,7.607,120.1,7.8428
20.6,-94.291,1877.0,8.997,110.9,7.8322
20.6,-94.291,1877.0,10.551,108.3,7.842
20.6,-94.291,1877.0,12.789,110.8,7.8671
20.6,-94.291,1877.0,16.131,120.2,7.9153
20.6,-94.291,1877.0,18.508,116.7,7.9251
20.6,-94.291,1877.0,20.04,121.0,7.9381
20.6,-94.291,1877.0,21.547,131.1,7.9568
20.6,-94.291,1877.0,25.943,206.1,8.035
20.6,-94.291,1877.0,27.306,207.4,8.042
20.6,-94.291,1877.0,27.916,204.1,8.04
20.6,-94.291,1877.0,28.386,200.2,8.0294
20.6,-94.291,1877.0,28.383,200.2,8.0371
20.0206,-93.776,1466.0,4.331,207.8,7.9459
20.0206,-93.776,1466.0,4.387,204.4,7.9491
20.0206,-93.776,1466.0,4.741,187.5,7.9221
20.0206,-93.776,1466.0,5.522,160.4,7.8799
20.0206,-93.776,1466.0,6.518,136.4,7.839
20.0206,-93.776,1466.0,7.395,122.6,7.8334
20.0206,-93.776,1466.0,8.535,112.9,7.8234
20.0206,-93.776,1466.0,10.162,108.4,7.8325
20.0206,-93.776,1466.0,12.062,108.9,7.858
20.0206,-93.776,1466.0,14.908,116.2,7.9562
20.0206,-93.776,1466.0,21.599,137.4,7.9531
20.0206,-93.776,1466.0,24.253,209.0,8.0645
20.0206,-93.776,1466.0,28.719,193.9,8.0311
20.0206,-93.776,1466.0,29.288,195.7,8.0245
20.0206,-93.776,1466.0,29.556,193.5,8.0023
19.6104,-93.509,1000.0,5.73,154.9,7.8764
19.6104,-93.509,1000.0,6.223,142.3,7.835
19.6104,-93.509,1000.0,7.34,123.0,7.8337
19.6104,-93.509,1000.0,10.581,108.2,7.8227
19.6104,-93.509,1000.0,12.83,110.8,7.874
19.6104,-93.509,1000.0,15.476,116.6,7.9165
19.6104,-93.509,1000.0,17.947,115.9,7.9064
19.6104,-93.509,1000.0,19.306,116.1,7.958
19.6104,-93.509,1000.0,20.629,125.8,7.9437
19.6104,-93.509,1000.0,22.414,174.2,7.9889
19.6104,-93.509,1000.0,22.875,183.0,8.0299
19.6104,-93.509,1000.0,24.403,201.4,8.0258
19.6104,-93.509,1000.0,28.017,197.7,8.0224
19.6104,-93.509,1000.0,28.584,199.1,8.0132
19.6104,-93.509,1000.0,29.076,198.7,8.007
19.1707,-93.299,725.0,6.695,131.0,7.826
19.1707,-93.299,725.0,8.3,113.8,7.8242
19.1707,-93.299,725.0,9.679,108.2,7.8154
19.1707,-93.299,725.0,11.308,107.0,7.8507
19.1707,-93.299,725.0,13.899,111.8,7.8716
19.1707,-93.299,725.0,15.351,115.6,7.9
19.1707,-93.299,725.0,17.542,117.7,7.9191
19.1707,-93.299,725.0,19.946,115.1,7.927
19.1707,-93.299,725.0,21.585,132.7,7.9458
19.1707,-93.299,725.0,22.378,151.0,7.9634
19.1707,-93.299,725.0,27.092,203.3,8.0051
19.1707,-93.299,725.0,28.874,198.0,8.0088
18.8343,-93.067,58.0,22.982,163.0,7.9985
18.8343,-93.067,58.0,23.292,172.4,8.026
18.8343,-93.067,58.0,27.228,203.1,8.0238
18.8343,-93.067,58.0,27.801,200.6,8.0021
18.8343,-93.067,58.0,28.01,200.6,8.0033
21.5482,-86.751,22.0,23.362,217.6,8.0604
21.5482,-86.751,22.0,28.598,197.9,8.0052
21.5903,-86.499,63.0,22.984,165.8,7.9946
21.5903,-86.499,63.0,26.972,193.6,8.0095
21.5903,-86.499,63.0,29.013,194.0,8.0011
21.5903,-86.499,63.0,29.268,192.2,8.007
21.5903,-86.499,63.0,29.282,191.8,8.0102
21.6294,-86.251,1100.0,5.063,178.1,7.9103
21.6294,-86.251,1100.0,5.57,164.5,7.8821
21.6294,-86.251,1100.0,7.05,130.9,7.8449
21.6294,-86.251,1100.0,7.833,124.3,7.8221
21.6294,-86.251,1100.0,9.027,121.7,7.8386
21.6294,-86.251,1100.0,10.984,124.8,7.8714
21.6294,-86.251,1100.0,14.707,141.4,7.9252
21.6294,-86.251,1100.0,17.337,149.2,7.9572
21.6294,-86.251,1100.0,25.944,183.0,8.009
21.6294,-86.251,1100.0,28.058,195.5,8.0233
21.6294,-86.251,1100.0,28.996,196.1,8.0136
21.6294,-86.251,1100.0,29.232,192.6,8.0136
21.6294,-86.251,1100.0,29.336,194.3,8.0214
21.6706,-86.007,1879.0,4.258,219.8,7.9434
21.6706,-86.007,1879.0,4.289,216.8,7.9602
21.6706,-86.007,1879.0,4.36,211.5,7.941
21.6706,-86.007,1879.0,4.541,203.8,7.9445
21.6706,-86.007,1879.0,4.985,184.7,7.9076
21.6706,-86.007,1879.0,6.028,151.2,7.8692
21.6706,-86.007,1879.0,6.973,131.0,7.8235
21.6706,-86.007,1879.0,8.64,121.5,7.8234
21.6706,-86.007,1879.0,10.542,122.8,7.84
21.6706,-86.007,1879.0,12.457,129.9,7.8851
21.6706,-86.007,1879.0,14.236,139.0,7.9167
21.6706,-86.007,1879.0,18.634,150.7,7.9596
21.6706,-86.007,1879.0,23.405,155.8,7.9783
21.6706,-86.007,1879.0,26.026,193.8,8.0317
21.6706,-86.007,1879.0,27.261,195.3,8.0241
21.6706,-86.007,1879.0,28.758,197.6,8.0246
21.6706,-86.007,1879.0,29.475,193.7,8.0187
21.6706,-86.007,1879.0,29.544,193.7,8.0145
21.6706,-86.007,1879.0,29.683,192.8,8.0142
21.6706,-86.007,1879.0,29.69,192.9,8.0195
21.7206,-85.722,2041.0,4.178,242.8,7.9627
21.7206,-85.722,2041.0,4.23,232.8,7.9511
21.7206,-85.722,2041.0,4.303,222.7,7.9556
21.7206,-85.722,2041.0,4.397,210.4,7.9455
21.7206,-85.722,2041.0,4.566,202.1,7.9397
21.7206,-85.722,2041.0,5.2,176.6,7.9024
21.7206,-85.722,2041.0,6.685,135.5,7.8277
21.7206,-85.722,2041.0,7.978,124.5,7.7994
21.7206,-85.722,2041.0,9.626,121.4,7.8393
21.7206,-85.722,2041.0,12.07,128.7,7.8752
21.7206,-85.722,2041.0,14.85,141.2,7.9361
21.7206,-85.722,2041.0,18.01,155.5,7.9579
21.7206,-85.722,2041.0,22.351,152.5,7.9741
21.7206,-85.722,2041.0,25.085,176.2,8.008
21.7206,-85.722,2041.0,26.661,192.6,8.0343
21.7206,-85.722,2041.0,27.371,190.8,8.0293
21.7206,-85.722,2041.0,28.74,198.8,8.0332
21.7206,-85.722,2041.0,29.359,194.5,8.0232
21.7206,-85.722,2041.0,29.642,193.5,8.0196
21.7206,-85.722,2041.0,29.715,193.0,7.97
21.7206,-85.722,2041.0,29.737,193.1,8.019
21.7206,-85.722,2041.0,29.881,193.3,8.0052
21.7602,-85.474,1730.0,4.217,235.2,7.9475
21.7602,-85.474,1730.0,4.42,210.5,7.9426
21.7602,-85.474,1730.0,6.212,149.1,7.8584
21.7602,-85.474,1730.0,8.592,121.9,7.8214
21.7602,-85.474,1730.0,10.345,122.1,7.8491
21.7602,-85.474,1730.0,12.387,128.4,7.8807
21.7602,-85.474,1730.0,15.596,152.8,7.9539
21.7602,-85.474,1730.0,18.381,156.2,7.9704
21.7602,-85.474,1730.0,22.493,155.4,7.9838
21.7602,-85.474,1730.0,25.296,180.3,8.0158
21.7602,-85.474,1730.0,26.756,197.7,8.0286
21.7602,-85.474,1730.0,27.897,204.3,8.0414
21.7602,-85.474,1730.0,28.902,201.0,8.0298
21.7602,-85.474,1730.0,29.423,194.6,7.9863
21.7602,-85.474,1730.0,29.57,195.0,8.0241
21.7602,-85.474,1730.0,29.696,193.7,8.0272
21.7602,-85.474,1730.0,29.911,193.3,8.0198
21.7602,-85.474,1730.0,30.097,193.4,8.0228
21.7995,-85.206,1818.0,4.261,230.9,7.9725
21.7995,-85.206,1818.0,4.308,224.0,7.9514
21.7995,-85.206,1818.0,4.388,215.0,7.9654
21.7995,-85.206,1818.0,4.574,203.2,7.951
21.7995,-85.206,1818.0,5.104,179.2,7.9262
21.7995,-85.206,1818.0,7.135,133.1,7.84
21.7995,-85.206,1818.0,10.815,123.7,7.8577
21.7995,-85.206,1818.0,13.161,132.9,7.8974
21.7995,-85.206,1818.0,15.835,152.2,7.9543
21.7995,-85.206,1818.0,18.171,164.7,7.9929
21.7995,-85.206,1818.0,21.842,151.1,7.9874
21.7995,-85.206,1818.0,24.801,175.1,8.0101
21.7995,-85.206,1818.0,27.226,205.3,8.0455
21.7995,-85.206,1818.0,28.364,200.5,8.0324
21.7995,-85.206,1818.0,29.034,197.3,8.0266
21.7995,-85.206,1818.0,29.479,195.1,8.0262
21.7995,-85.206,1818.0,29.549,194.6,8.0289
21.7995,-85.206,1818.0,30.092,194.0,8.0172
21.7995,-85.206,1818.0,30.539,192.6,8.0142
21.7995,-85.206,1818.0,30.544,192.3,8.0146
21.8329,-84.978,588.0,11.384,125.0,7.8739
21.8329,-84.978,588.0,14.566,141.5,7.9256
21.8329,-84.978,588.0,16.962,161.2,7.9788
21.8329,-84.978,588.0,19.386,155.3,7.9761
21.8329,-84.978,588.0,21.208,156.5,7.9984
21.8329,-84.978,588.0,23.494,160.0,7.9989
21.8329,-84.978,588.0,25.847,177.3,8.0169
21.8329,-84.978,588.0,27.806,202.6,8.0402
21.8329,-84.978,588.0,29.043,201.6,8.0334
21.8329,-84.978,588.0,29.963,196.7,8.0237
21.8329,-84.978,588.0,30.215,193.2,8.0175
21.8329,-84.978,588.0,30.352,192.3,8.0143
21.8329,-84.978,588.0,30.61,191.9,8.0177
21.8329,-84.978,588.0,30.614,191.7,8.0134
23.262,-80.62,490.0,13.116,130.1,7.883
23.262,-80.62,490.0,14.807,135.3,7.9198
23.262,-80.62,490.0,18.144,157.7,7.9736
23.262,-80.62,490.0,21.341,153.5,7.9755
23.262,-80.62,490.0,23.584,159.3,7.9821
23.262,-80.62,490.0,25.469,170.7,7.9995
23.262,-80.62,490.0,26.565,190.7,8.0261
23.262,-80.62,490.0,27.531,199.6,8.0233
23.262,-80.62,490.0,28.046,202.4,8.034
23.262,-80.62,490.0,28.494,202.4,8.025
23.262,-80.62,490.0,28.731,202.0,8.03
23.262,-80.62,490.0,29.72,199.2,8.0145
23.262,-80.62,490.0,30.13,198.0,8.0154
23.5122,-80.62,1080.0,5.137,176.8,7.8876
23.5122,-80.62,1080.0,6.18,145.3,7.8597
23.5122,-80.62,1080.0,8.714,120.0,7.8101
23.5122,-80.62,1080.0,12.809,127.7,7.8765
23.5122,-80.62,1080.0,15.567,145.9,7.9455
23.5122,-80.62,1080.0,18.26,157.3,7.962
23.5122,-80.62,1080.0,22.003,155.3,7.9886
23.5122,-80.62,1080.0,24.597,165.3,7.985
23.5122,-80.62,1080.0,25.768,175.7,8.0081
23.5122,-80.62,1080.0,27.183,196.9,8.0259
23.5122,-80.62,1080.0,27.801,199.9,8.0292
23.5122,-80.62,1080.0,28.438,203.0,8.0241
23.5122,-80.62,1080.0,28.764,200.2,8.0281
23.5122,-80.62,1080.0,29.129,202.8,8.0176
23.5122,-80.62,1080.0,29.99,191.8,8.0208
23.5122,-80.62,1080.0,30.093,194.1,8.0158
23.5122,-80.62,1080.0,30.15,193.5,8.0182
23.7878,-80.614,1116.0,4.984,182.2,7.9201
23.7878,-80.614,1116.0,6.396,141.7,7.8247
23.7878,-80.614,1116.0,8.753,119.9,7.8285
23.7878,-80.614,1116.0,10.405,119.5,7.8313
23.7878,-80.614,1116.0,13.176,131.9,7.8982
23.7878,-80.614,1116.0,15.594,145.9,7.9485
23.7878,-80.614,1116.0,17.629,156.2,7.9763
23.7878,-80.614,1116.0,19.55,155.4,7.989
23.7878,-80.614,1116.0,23.01,157.1,7.9858
23.7878,-80.614,1116.0,26.086,176.3,8.0059
23.7878,-80.614,1116.0,27.096,201.3,8.0422
23.7878,-80.614,1116.0,28.792,202.6,8.0373
23.7878,-80.614,1116.0,29.137,200.2,8.0189
23.7878,-80.614,1116.0,29.289,201.0,8.0253
23.7878,-80.614,1116.0,29.977,193.6,8.0155
23.7878,-80.614,1116.0,29.978,193.5,8.0216
23.7878,-80.614,1116.0,29.967,193.4,8.0145
24.0482,-80.619,1075.0,5.027,180.5,7.9163
24.0482,-80.619,1075.0,6.214,145.8,7.8447
24.0482,-80.619,1075.0,8.915,120.0,7.8336
24.0482,-80.619,1075.0,11.319,121.4,7.8487
24.0482,-80.619,1075.0,13.381,133.4,7.9088
24.0482,-80.619,1075.0,16.096,149.1,7.956
24.0482,-80.619,1075.0,18.534,158.2,7.9687
24.0482,-80.619,1075.0,20.717,153.7,7.9851
24.0482,-80.619,1075.0,23.107,156.6,7.9816
24.0482,-80.619,1075.0,26.115,180.9,8.0227
24.0482,-80.619,1075.0,26.998,198.2,8.0282
24.0482,-80.619,1075.0,27.791,203.9,8.0431
24.0482,-80.619,1075.0,28.396,205.0,8.0286
24.0482,-80.619,1075.0,28.932,202.1,8.0295
24.0482,-80.619,1075.0,29.889,194.3,8.0205
24.0482,-80.619,1075.0,29.875,193.8,8.0213
24.0482,-80.619,1075.0,29.883,194.3,8.019
24.3159,-80.618,671.0,6.336,143.1,7.8573
24.3159,-80.618,671.0,6.542,138.7,7.8512
24.3159,-80.618,671.0,7.606,127.8,7.8333
24.3159,-80.618,671.0,13.682,123.0,7.8926
24.3159,-80.618,671.0,18.837,157.4,7.9809
24.3159,-80.618,671.0,20.198,152.6,7.9748
24.3159,-80.618,671.0,24.321,163.8,7.9891
24.3159,-80.618,671.0,25.945,178.2,8.0046
24.3159,-80.618,671.0,27.13,195.9,8.0242
24.3159,-80.618,671.0,28.49,201.4,8.0281
24.3159,-80.618,671.0,29.037,199.1,8.0216
24.3159,-80.618,671.0,29.362,198.8,8.017
24.3159,-80.618,671.0,30.296,192.6,8.0149
24.3159,-80.618,671.0,30.288,193.1,8.0111
24.5795,-80.616,208.0,11.674,124.6,7.8836
24.5795,-80.616,208.0,12.064,126.1,7.8858
24.5795,-80.616,208.0,12.181,126.1,7.896
24.5795,-80.616,208.0,21.076,165.2,7.9331
24.5795,-80.616,208.0,25.125,195.0,8.0107
24.5795,-80.616,208.0,27.484,201.8,8.0229
24.5795,-80.616,208.0,28.138,208.4,8.0086
24.5795,-80.616,208.0,29.865,198.2,8.0199
24.5795,-80.616,208.0,30.316,195.4,8.0096
24.5795,-80.616,208.0,30.211,194.7,8.0192
24.5795,-80.616,208.0,30.357,194.4,8.017
24.7412,-80.619,140.0,13.359,130.1,7.9097
24.7412,-80.619,140.0,14.564,128.9,7.9197
24.7412,-80.619,140.0,15.739,126.8,7.9194
24.7412,-80.619,140.0,18.749,136.8,7.9413
24.7412,-80.619,140.0,24.06,187.6,8.0107
24.7412,-80.619,140.0,28.962,200.1,8.0132
24.7412,-80.619,140.0,29.72,198.6,8.0128
24.7412,-80.619,140.0,30.149,195.5,8.0287
24.7412,-80.619,140.0,30.505,194.9,8.0116
25.5001,-80.081,67.0,19.974,153.3,7.9997
25.5001,-80.081,67.0,20.583,160.3,7.9968
25.5001,-80.081,67.0,23.936,191.7,7.9792
25.5001,-80.081,67.0,25.538,198.2,8.0122
25.5001,-80.081,67.0,27.855,202.7,8.0155
25.5001,-80.081,67.0,30.149,190.9,8.0017
25.5001,-80.081,67.0,30.594,193.1,8.0049
25.9934,-80.004,32.0,22.148,173.8,8.0193
25.9934,-80.004,32.0,29.358,195.6,8.0049
25.9934,-80.004,32.0,29.903,194.7,7.9999
26.9999,-79.987,61.0,17.792,145.2,7.9501
26.9999,-79.987,61.0,20.756,165.6,7.9768
26.9999,-79.987,61.0,24.194,183.7,8.0107
26.9999,-79.987,61.0,28.182,193.2,7.998
26.9999,-79.987,61.0,29.92,194.8,8.0125
26.9999,-79.987,61.0,30.721,194.4,8.0073
26.9871,-79.931,152.0,8.973,123.3,7.8606
26.9871,-79.931,152.0,9.429,121.2,7.8579
26.9871,-79.931,152.0,13.501,127.0,7.904
26.9871,-79.931,152.0,16.638,144.0,7.9253
26.9871,-79.931,152.0,22.152,184.1,7.9997
26.9871,-79.931,152.0,25.216,203.9,8.0147
26.9871,-79.931,152.0,28.979,197.2,8.0191
26.9871,-79.931,152.0,30.265,195.2,8.0176
26.9871,-79.931,152.0,30.354,195.1,8.0215
26.9871,-79.931,152.0,30.691,194.2,8.0157
26.9867,-79.861,280.0,7.878,125.8,7.8503
26.9867,-79.861,280.0,9.774,123.2,7.8732
26.9867,-79.861,280.0,14.44,123.2,7.9078
26.9867,-79.861,280.0,17.487,119.4,7.9102
26.9867,-79.861,280.0,21.61,148.8,7.9712
26.9867,-79.861,280.0,22.616,175.0,8.0068
26.9867,-79.861,280.0,26.373,199.8,8.0307
26.9867,-79.861,280.0,27.747,210.6,8.0316
26.9867,-79.861,280.0,30.432,194.7,8.0188
26.9867,-79.861,280.0,30.572,194.0,8.0139
26.9867,-79.861,280.0,30.578,194.0,8.009
26.9841,-79.781,398.0,7.574,129.2,7.8528
26.9841,-79.781,398.0,9.744,120.1,7.8594
26.9841,-79.781,398.0,14.322,125.7,7.911
26.9841,-79.781,398.0,18.587,134.1,7.9327
26.9841,-79.781,398.0,20.635,151.4,7.9802
26.9841,-79.781,398.0,22.456,159.3,7.9923
26.9841,-79.781,398.0,24.191,201.6,8.0252
26.9841,-79.781,398.0,27.548,196.9,8.0245
26.9841,-79.781,398.0,28.603,201.5,8.017
26.9841,-79.781,398.0,30.32,191.0,8.0049
26.9841,-79.781,398.0,30.415,193.4,8.0138
26.9841,-79.781,398.0,30.428,193.2,8.0138
26.9841,-79.781,398.0,30.423,193.4,8.0087
26.982,-79.688,558.0,6.352,143.8,7.8683
26.982,-79.688,558.0,10.336,121.1,7.859
26.982,-79.688,558.0,19.876,160.0,7.9974
26.982,-79.688,558.0,24.606,166.3,7.9902
26.982,-79.688,558.0,28.329,200.6,8.0238
26.982,-79.688,558.0,30.282,190.3,8.0159
26.982,-79.688,558.0,30.359,193.0,8.0153
26.9693,-79.617,680.0,6.252,145.1,7.8612
26.9693,-79.617,680.0,7.329,127.8,7.8413
26.9693,-79.617,680.0,8.344,121.2,7.8382
26.9693,-79.617,680.0,11.539,123.8,7.8729
26.9693,-79.617,680.0,15.183,139.4,7.933
26.9693,-79.617,680.0,18.892,162.3,7.9888
26.9693,-79.617,680.0,21.004,158.5,7.9871
26.9693,-79.617,680.0,22.7,160.0,7.9872
26.9693,-79.617,680.0,25.619,175.3,7.9993
26.9693,-79.617,680.0,28.83,202.4,8.0213
26.9693,-79.617,680.0,29.954,193.7,8.0184
26.9693,-79.617,680.0,30.13,194.0,8.0177
26.9693,-79.617,680.0,30.117,193.5,8.0189
26.9742,-79.499,778.0,6.458,141.0,7.8496
26.9742,-79.499,778.0,7.702,125.2,7.834
26.9742,-79.499,778.0,9.123,119.2,7.839
26.9742,-79.499,778.0,12.145,127.7,7.8873
26.9742,-79.499,778.0,15.366,160.9,7.984
26.9742,-79.499,778.0,17.467,164.7,7.99
26.9742,-79.499,778.0,18.287,155.6,7.992
26.9742,-79.499,778.0,19.673,179.5,8.0144
26.9742,-79.499,778.0,21.851,182.1,8.0378
26.9742,-79.499,778.0,24.019,194.3,8.0507
26.9742,-79.499,778.0,25.728,177.1,8.0051
26.9742,-79.499,778.0,27.549,195.8,8.0181
26.9742,-79.499,778.0,29.171,201.8,8.0242
26.9742,-79.499,778.0,29.838,193.7,8.0212
26.9742,-79.499,778.0,29.87,194.1,8.0256
26.9742,-79.499,778.0,29.867,194.0,8.0251
26.9893,-79.376,701.0,8.377,123.8,7.8604
26.9893,-79.376,701.0,11.253,125.5,7.859
26.9893,-79.376,701.0,13.855,142.9,7.941
26.9893,-79.376,701.0,18.768,156.3,7.9829
26.9893,-79.376,701.0,21.848,184.2,8.0267
26.9893,-79.376,701.0,25.663,202.4,8.0403
26.9893,-79.376,701.0,26.8,193.5,8.0349
26.9893,-79.376,701.0,27.963,196.6,8.0245
26.9893,-79.376,701.0,28.434,201.3,8.029
26.9893,-79.376,701.0,30.169,192.7,8.0148
26.9921,-79.281,623.0,12.091,145.1,7.9186
26.9921,-79.281,623.0,13.567,153.6,7.9372
26.9921,-79.281,623.0,16.432,174.6,7.9974
26.9921,-79.281,623.0,18.23,181.9,8.0221
26.9921,-79.281,623.0,21.75,194.3,8.0483
26.9921,-79.281,623.0,23.747,203.0,8.057
26.9921,-79.281,623.0,25.297,209.5,8.0568
26.9921,-79.281,623.0,27.15,200.4,8.0287
26.9921,-79.281,623.0,28.67,201.0,8.0293
26.9921,-79.281,623.0,29.026,201.0,8.0228
26.9921,-79.281,623.0,29.939,195.2,8.0223
26.9921,-79.281,623.0,30.215,192.9,8.0188
26.9921,-79.281,623.0,30.212,192.9,8.0181
26.9913,-79.202,501.0,14.234,157.8,7.9566
26.9913,-79.202,501.0,16.206,172.5,7.9901
26.9913,-79.202,501.0,18.478,183.7,8.0217
26.9913,-79.202,501.0,21.122,192.3,8.0606
26.9913,-79.202,501.0,22.766,201.0,8.0518
26.9913,-79.202,501.0,25.742,204.2,8.0452
26.9913,-79.202,501.0,26.711,200.8,8.0353
26.9913,-79.202,501.0,28.504,201.4,8.0252
26.9913,-79.202,501.0,29.495,197.8,8.0186
26.9913,-79.202,501.0,30.15,192.3,8.0148
26.9913,-79.202,501.0,30.242,192.0,8.0141
26.9913,-79.202,501.0,30.247,192.3,8.0162
26.9995,-79.176,410.0,16.866,176.0,8.0066
26.9995,-79.176,410.0,18.781,183.8,8.026
26.9995,-79.176,410.0,21.094,191.9,8.0422
26.9995,-79.176,410.0,21.778,194.5,8.0479
26.9995,-79.176,410.0,24.312,207.1,8.0578
26.9995,-79.176,410.0,26.026,204.1,8.0482
26.9995,-79.176,410.0,27.115,201.4,8.042
26.9995,-79.176,410.0,29.409,196.3,8.022
26.9995,-79.176,410.0,29.919,195.5,8.0166
26.9995,-79.176,410.0,30.221,193.5,8.0125
26.9995,-79.176,410.0,30.22,193.4,8.0158
25.3451,-81.1521,137.2,20.604,222.63,8.0058
25.35,-81.1936,417.6,20.629,217.39000000000001,8.049
25.3498,-81.2289,417.6,20.753,217.38999999999996,8.06
25.3522,-81.2656,135.8,20.709,239.88,8.018
25.3517,-81.336,417.6,20.883,217.38999999999996,7.9981
25.3529,-81.4904,417.6,20.94,217.39000000000001,7.9931
25.3519,-81.6531,410.6,21.216,217.39000000000001,8.025
25.3506,-81.2634,129.4,20.84,234.57,7.9736
25.349,-81.2248,417.6,20.85,217.38999999999996,8.0353
25.3488,-81.1974,417.6,20.811,217.38999999999996,8.0287
25.3425,-81.1535,137.2,21.253,224.67,7.922
25.3451,-81.1518,167.2,29.58,197.42,7.8204
25.3499,-81.1995,259.8,29.441,198.24,7.9599
25.3499,-81.2291,259.8,29.37,198.24,7.9549
25.3517,-81.2665,259.8,29.466,198.24,7.9393
25.3519,-81.3364,167.2,29.573,197.42,7.9209
25.3529,-81.4952,167.2,29.707,197.42000000000002,7.8814
25.3512,-81.6543,167.2,30.135,195.82,7.9364
25.3379,-81.1563,259.8,29.41,198.24,7.7215
25.322,-81.1688,366.0,29.09,198.95999999999998,7.7376
25.3515,-81.1962,366.0,29.039,198.95999999999998,7.9022
25.35,-81.2285,366.0,29.191,198.95999999999998,7.9324
25.3516,-81.2659,366.0,29.215,198.96,7.9292
25.3515,-81.3363,259.8,29.459,198.24,7.8456
25.3519,-81.4875,167.2,29.6,197.42,7.8821
50.72,-132.82,2944.0,6.878,179.6,7.8034
50.72,-132.82,2944.0,7.17,245.0,7.9447
50.72,-132.82,2944.0,7.401,283.3,8.0188
50.72,-132.82,2944.0,8.089,300.0,8.0611
50.72,-132.82,2944.0,8.337,312.1,8.0533
50.72,-132.82,2944.0,8.652,315.2,8.0739
50.72,-132.82,2944.0,8.678,315.1,8.0927
51.02,-132.18,2756.0,6.844,108.7,7.6847
51.02,-132.18,2756.0,7.598,287.8,7.9944
51.02,-132.18,2756.0,8.172,304.8,8.0491
51.02,-132.18,2756.0,8.258,309.3,8.0624
51.02,-132.18,2756.0,8.379,319.0,8.0956
51.02,-132.18,2756.0,8.82,315.4,8.0863
51.02,-132.18,2756.0,8.832,315.2,8.0944
51.31,-131.54,2358.0,5.753,149.6,7.7677
51.31,-131.54,2358.0,6.063,160.8,7.7814
51.31,-131.54,2358.0,6.913,181.0,7.8239
51.31,-131.54,2358.0,6.885,273.0,8.0122
51.31,-131.54,2358.0,7.015,296.8,8.0393
51.31,-131.54,2358.0,7.679,302.0,8.0705
51.31,-131.54,2358.0,8.206,309.9,8.0919
51.31,-131.54,2358.0,8.397,314.7,8.1074
51.31,-131.54,2358.0,8.768,317.6,8.104
51.31,-131.54,2358.0,9.324,315.2,8.0936
51.6,-130.88,2028.0,5.811,107.0,7.671
51.6,-130.88,2028.0,6.093,136.2,7.732
51.6,-130.88,2028.0,6.627,162.2,7.7769
51.6,-130.88,2028.0,7.951,283.8,8.0087
51.6,-130.88,2028.0,8.111,293.0,8.0194
51.6,-130.88,2028.0,8.123,293.8,8.0239
51.6,-130.88,2028.0,8.335,304.9,8.039
51.6,-130.88,2028.0,8.994,321.0,8.0803
51.83,-130.37,238.0,6.921,142.4,7.7442
51.83,-130.37,238.0,7.245,264.3,7.9797
51.83,-130.37,238.0,7.509,286.7,8.0285
51.83,-130.37,238.0,8.306,303.5,8.078
51.83,-130.37,238.0,8.513,307.3,8.0884
51.83,-130.37,238.0,8.651,309.2,8.0919
51.83,-130.37,238.0,8.798,307.9,8.0917
51.83,-130.37,238.0,9.514,306.8,8.0929
52.02,-129.97,133.0,6.876,170.1,7.7876
52.02,-129.97,133.0,7.218,222.6,7.8746
52.02,-129.97,133.0,7.479,261.3,7.9514
52.02,-129.97,133.0,8.042,286.1,8.0122
52.02,-129.97,133.0,8.286,292.9,8.0426
52.02,-129.97,133.0,8.401,302.2,8.0477
52.02,-129.97,133.0,9.347,312.2,8.0736
52.23,-129.45,170.0,5.966,101.7,7.6474
52.23,-129.45,170.0,7.177,211.4,7.865
52.23,-129.45,170.0,7.549,270.7,7.9692
52.23,-129.45,170.0,7.885,282.0,7.9898
52.23,-129.45,170.0,8.049,288.8,8.0074
52.23,-129.45,170.0,8.321,304.0,8.037
52.23,-129.45,170.0,9.125,322.9,8.0696
52.23,-129.45,170.0,9.334,321.5,8.0743
48.28,-129.45,2633.0,4.85,30.7,7.5444
48.28,-129.45,2633.0,5.859,62.2,7.582
48.28,-129.45,2633.0,7.118,99.2,7.6667
48.28,-129.45,2633.0,7.625,110.9,7.6716
48.28,-129.45,2633.0,7.487,197.7,7.7986
48.28,-129.45,2633.0,7.518,290.3,8.0156
48.28,-129.45,2633.0,8.189,300.3,8.053
48.28,-129.45,2633.0,9.418,301.1,8.0636
48.28,-129.45,2633.0,9.707,297.8,8.0652
48.28,-129.45,2633.0,9.763,297.7,8.0591
48.28,-129.45,2633.0,9.786,297.5,8.0664
48.28,-129.45,2633.0,9.794,297.3,8.0566
48.57,-128.84,2042.0,5.448,146.0,7.7838
48.57,-128.84,2042.0,6.331,192.0,7.8703
48.57,-128.84,2042.0,7.568,226.2,7.9088
48.57,-128.84,2042.0,7.527,293.6,8.0454
