State,Abbreviation,County,Population,Temperature,Precipitation,Elevation,Electricity-Prices,Wage,Population_Class,Temperature_Class,Precipitation_Class,Elevation_Class,Electricity-Prices_Class,Wage_Class
Missouri,MO,Caldwell,8933,53.6,32.32,272.782262997,11.33,45802.0,6,6,5,4,4,5
Missouri,MO,Callaway,44762,56.6,33.63,233.1326751,11.33,46191.0,3,6,4,5,4,5
Missouri,MO,Camden,43768,57.6,36.24,263.283620374,11.33,53779.0,3,4,4,4,4,3
Missouri,MO,Cape Girardeau,82899,58.0,48.19,140.945113788,11.33,48732.0,2,4,2,6,4,5
Missouri,MO,Carroll,8423,54.4,31.7,224.758318099,11.33,54784.0,6,6,5,5,4,3
Missouri,MO,Carter,5268,57.9,42.72,221.270984456,11.33,45237.0,7,4,3,5,4,6
Missouri,MO,Cass,110394,56.4,32.61,280.80989011,11.33,54020.0,2,6,5,4,4,3
Missouri,MO,Cedar,14601,58.6,30.13,276.424128686,11.33,36748.0,5,4,5,4,4,7
Missouri,MO,Chariton,7386,54.7,30.47,211.788455122,11.33,51590.0,6,6,5,5,4,4
Missouri,MO,Christian,93114,56.7,46.65,379.870497036,11.33,48509.0,2,6,3,3,4,5
Missouri,MO,Clark,6723,53.0,34.42,196.420551378,11.33,43325.0,6,7,4,5,4,6
Missouri,MO,Clay,257033,55.3,33.27,269.107075767,11.33,56118.0,1,6,5,4,4,3
Missouri,MO,Clinton,21328,53.8,31.94,299.10701107,11.33,48730.0,4,6,5,4,4,5
Missouri,MO,Cole,76969,57.5,32.45,212.114785992,11.33,54941.0,2,4,5,5,4,3
Missouri,MO,Cooper,16772,56.1,32.54,226.612711477,11.33,47383.0,5,6,5,5,4,5
Missouri,MO,Crawford,22659,55.7,44.76,282.79254571,11.33,43192.0,4,6,3,4,4,6
Missouri,MO,Dade,7660,58.3,36.97,312.150465357,11.33,42127.0,6,4,4,4,4,6
Missouri,MO,Dallas,17626,56.7,41.19,333.083858459,11.33,38983.0,5,6,4,3,4,7
Missouri,MO,Daviess,8435,53.3,33.05,265.275164835,11.33,37739.0,6,7,5,4,4,7
Missouri,MO,DeKalb,11336,53.2,32.19,294.814058957,11.33,38366.0,6,7,5,4,4,7
Missouri,MO,Dent,14467,55.5,41.38,362.27672956,11.33,41420.0,5,6,3,3,4,7
Missouri,MO,Douglas,11975,56.9,47.23,348.170771225,11.33,37992.0,6,6,2,3,4,7
Missouri,MO,Dunklin,27406,60.8,47.5,81.3562531141,11.33,43809.0,4,3,2,6,4,6
Missouri,MO,Franklin,105879,56.2,40.04,203.354811715,11.33,51952.0,2,6,4,5,4,4
Missouri,MO,Gasconade,14768,56.1,42.62,235.838677849,11.33,45866.0,5,6,3,5,4,5
Missouri,MO,Gentry,6253,53.0,32.81,289.722934838,11.33,50953.0,7,7,5,4,4,4
Missouri,MO,Greene,303293,57.1,44.49,373.554724409,11.33,51220.0,1,4,3,3,4,4
Missouri,MO,Grundy,9838,53.0,34.31,254.423825888,11.33,40504.0,6,7,4,4,4,7
Missouri,MO,Harrison,8199,52.7,33.28,296.844119694,11.33,43767.0,6,7,5,4,4,6
Missouri,MO,Henry,22438,56.8,29.04,242.483583155,11.33,48924.0,4,6,5,5,4,4
Missouri,MO,Hickory,8630,57.2,33.76,288.704390847,11.33,38100.0,6,4,4,4,4,7
Missouri,MO,Holt,4262,53.2,29.77,286.129032258,11.33,58888.0,7,7,5,4,4,2
Missouri,MO,Howard,10168,55.6,31.62,216.896180742,11.33,46854.0,6,6,5,5,4,5
Missouri,MO,Howell,40631,58.5,44.58,322.371590909,11.33,40358.0,3,4,3,3,4,7
Missouri,MO,Iron,9414,55.9,46.31,328.429594272,11.33,41182.0,6,6,3,3,4,7
Missouri,MO,Jackson,716531,56.0,32.04,272.457036115,11.33,53112.0,1,6,5,4,4,3
Missouri,MO,Jasper,124075,58.7,33.78,301.950360628,11.33,43859.0,2,4,4,4,4,6
Missouri,MO,Jefferson,229336,57.4,36.78,187.188197767,11.33,49392.0,1,4,4,5,4,4
Missouri,MO,Johnson,54368,56.2,30.17,253.021036107,11.33,46526.0,3,6,5,4,4,5
Missouri,MO,Knox,3776,52.9,31.66,235.799396682,11.33,42987.0,7,7,5,5,4,6
Missouri,MO,Laclede,36313,57.0,41.71,346.952677029,11.33,41266.0,3,4,3,3,4,7
Missouri,MO,Lafayette,32961,55.5,30.81,244.915865385,11.33,49491.0,4,6,5,4,4,4
Missouri,MO,Lawrence,38683,57.6,43.54,377.526637555,11.33,39889.0,3,4,3,3,4,7
Missouri,MO,Lewis,9891,53.4,28.28,192.395966552,11.33,41823.0,6,7,5,5,4,7
Missouri,MO,Lincoln,63155,55.3,33.29,185.016840417,11.33,47686.0,2,6,5,5,4,5
Missouri,MO,Linn,11820,53.4,35.13,248.391891892,11.33,45966.0,6,7,4,4,4,5
Missouri,MO,Livingston,14402,53.7,34.84,234.822911695,11.33,46069.0,5,6,4,5,4,5
Missouri,MO,McDonald,23588,59.3,45.05,335.274077623,11.33,35275.0,4,4,3,3,4,7
Missouri,MO,Macon,15049,53.6,32.99,252.877708978,11.33,47691.0,5,6,5,4,4,5
Missouri,MO,Madison,12753,56.6,45.63,246.551634665,11.33,41068.0,5,6,3,4,4,7
Missouri,MO,Maries,8431,57.3,36.65,269.825734549,11.33,41212.0,6,4,4,4,4,7
Missouri,MO,Marion,28438,54.2,28.13,189.239953407,11.33,47304.0,4,6,5,5,4,5
Missouri,MO,Mercer,3437,51.9,33.79,294.014138119,11.33,37104.0,7,7,4,4,4,7
Missouri,MO,Miller,25403,57.9,35.07,239.968736431,11.33,43510.0,4,4,4,5,4,6
Missouri,MO,Mississippi,11688,59.6,53.81,93.1126927639,11.33,39424.0,6,4,1,6,4,7
Missouri,MO,Moniteau,15220,56.8,30.47,244.377160494,11.33,46530.0,5,6,5,4,4,5
Missouri,MO,Monroe,8652,54.0,29.09,220.178598922,11.33,47215.0,6,6,5,5,4,5
Missouri,MO,Montgomery,11470,55.4,33.47,223.163679245,11.33,49923.0,6,6,4,5,4,4
Missouri,MO,Morgan,21785,56.6,32.76,269.301043841,11.33,47637.0,4,6,5,4,4,5
Missouri,MO,New Madrid,15695,60.0,49.12,86.3469154608,11.33,49093.0,5,4,2,6,4,4
Missouri,MO,Newton,60011,59.3,38.7,346.04822335,11.33,45190.0,2,4,4,3,4,6
Missouri,MO,Nodaway,20670,52.4,30.91,319.792252511,11.33,39258.0,4,7,5,3,4,7
Missouri,MO,Oregon,8732,59.0,48.9,233.842913129,11.33,42966.0,6,4,2,5,4,6
Missouri,MO,Osage,13399,57.2,37.13,218.069876438,11.33,52701.0,5,4,4,5,4,3
Missouri,MO,Ozark,8940,58.1,51.54,275.614706879,11.33,38401.0,6,4,2,4,4,7
Missouri,MO,Pemiscot,14841,61.0,45.42,79.4729591837,11.33,46840.0,5,3,3,6,4,5
Missouri,MO,Perry,18858,57.1,47.49,168.555980339,11.33,48474.0,5,4,2,5,4,5
Missouri,MO,Pettis,43353,56.0,33.69,251.491691843,11.33,43693.0,3,6,4,4,4,6
Missouri,MO,Phelps,45313,56.9,39.53,301.601236476,11.33,44205.0,3,6,4,4,4,6
Missouri,MO,Pike,17664,54.7,31.51,203.595069107,11.33,42546.0,5,6,5,5,4,6
Missouri,MO,Platte,110534,55.4,33.26,270.85308642,11.33,63771.0,2,6,5,4,4,1
Missouri,MO,Polk,32693,57.7,38.79,320.134195635,11.33,41119.0,4,4,4,3,4,7
Missouri,MO,Pulaski,53941,57.6,38.7,299.791304348,11.33,44759.0,3,4,4,4,4,6
Missouri,MO,Putnam,4666,51.7,34.12,293.736766121,11.33,41629.0,7,7,4,4,4,7
Missouri,MO,Ralls,10420,54.5,28.55,206.810153358,11.33,47714.0,6,6,5,5,4,5
Missouri,MO,Randolph,24622,54.4,33.08,241.867755532,11.33,46164.0,4,6,5,5,4,5
Missouri,MO,Ray,23107,54.6,31.89,258.670358883,11.33,48843.0,4,6,5,4,4,5
Missouri,MO,Reynolds,6006,56.2,43.14,289.520411443,11.33,43066.0,7,6,3,4,4,6
Missouri,MO,Ripley,10703,59.0,47.83,158.206193969,11.33,45666.0,6,4,2,6,4,5
Missouri,MO,St. Charles,413803,56.9,34.23,161.802371542,11.33,61752.0,1,6,4,6,4,2
Missouri,MO,St. Clair,9576,57.6,29.32,248.616549686,11.33,36671.0,6,4,5,4,4,7
Missouri,MO,Ste. Genevieve,18644,56.9,41.51,206.901467505,11.33,46578.0,5,6,3,5,4,5
Missouri,MO,St. Francois,66969,56.4,43.54,280.878822851,11.33,40227.0,2,6,3,4,4,7
Missouri,MO,St. Louis,990414,57.4,34.79,165.21809291,11.33,81829.0,1,4,4,6,4,1
Missouri,MO,Saline,23007,55.5,30.87,219.336693548,11.33,44067.0,4,6,5,5,4,6
Missouri,MO,Schuyler,4002,52.3,35.05,271.770935961,11.33,38544.0,7,7,4,4,4,7
Missouri,MO,Scotland,4643,52.6,34.05,231.303222094,11.33,45092.0,7,7,4,5,4,6
Missouri,MO,Scott,37840,59.2,50.18,105.009925558,11.33,47750.0,3,4,2,6,4,5
Missouri,MO,Shannon,7193,57.5,39.91,299.049295775,11.33,41200.0,6,4,4,4,4,7
Missouri,MO,Shelby,5982,53.2,28.15,232.905544148,11.33,45948.62,7,7,5,5,4,5
Missouri,MO,Stoddard,28377,59.2,46.74,104.578005115,11.33,45554.0,4,4,3,6,4,6
Missouri,MO,Stone,32136,57.6,45.96,346.939300412,11.33,46852.0,4,4,3,3,4,5
Missouri,MO,Sullivan,5840,52.4,35.41,282.400233372,11.33,44139.0,7,7,4,4,4,6
Missouri,MO,Taney,56821,58.1,49.94,294.50668239,11.33,42600.0,3,4,2,4,4,6
Missouri,MO,Texas,25336,56.9,42.23,382.014522351,11.33,35346.0,4,6,3,3,4,7
Missouri,MO,Vernon,19651,57.6,27.92,251.187440833,11.33,42332.0,5,4,5,4,4,6
Missouri,MO,Warren,37260,55.7,35.97,215.259367681,11.33,50001.0,3,6,4,5,4,4
Missouri,MO,Washington,23441,56.2,47.09,284.308546433,11.33,37238.0,4,6,3,4,4,7
Missouri,MO,Wayne,10792,57.5,43.24,176.191525424,11.33,42678.0,6,4,3,5,4,6
Missouri,MO,Webster,40335,55.8,45.19,430.204485488,11.33,39976.0,3,6,3,3,4,7
Missouri,MO,Worth,1955,52.3,31.62,315.328571429,11.33,41952.0,7,7,5,3,4,6
Missouri,MO,Wright,19156,56.2,43.04,402.4632268,11.33,38544.0,5,6,3,3,4,7
Missouri,MO,St. Louis,286578,0.0,0.0,165.21809291,11.33,81829.0,1,2,7,6,4,1
Montana,MT,Beaverhead,9719,37.4,21.57,2157.39419639,10.54,54430.0,6,2,6,1,6,3
Montana,MT,Big Horn,12851,44.1,18.74,1213.62377428,10.54,36517.0,5,2,7,1,6,7
Montana,MT,Blaine,6936,41.8,13.81,935.693815514,10.54,34095.0,6,2,7,1,6,7
Montana,MT,Broadwater,7793,42.1,18.31,1528.72430338,10.54,47541.0,6,2,7,1,6,5
Montana,MT,Carbon,11179,42.3,19.43,1698.42952113,10.54,59715.0,6,2,7,1,6,2
Montana,MT,Carter,1382,44.0,15.3,1044.17144647,10.54,39354.0,7,2,7,1,6,7
Montana,MT,Cascade,84864,43.1,18.95,1302.49722521,10.54,53765.0,2,2,7,1,6,3
Montana,MT,Chouteau,5898,44.2,13.91,984.679202919,10.54,39287.0,7,2,7,1,6,7
Montana,MT,Custer,12032,44.9,15.09,867.062428373,10.54,50535.0,6,2,7,1,6,4
Montana,MT,Daniels,1628,39.0,12.13,803.198161707,10.54,57661.0,7,2,7,2,6,2
Montana,MT,Dawson,8830,42.5,15.8,784.823007178,10.54,47459.0,6,2,7,2,6,5
Montana,MT,Deer Lodge,9510,37.5,24.88,2031.14215686,10.54,46384.0,6,2,6,1,6,5
Montana,MT,Fallon,3011,43.1,17.11,919.761011651,10.54,49165.0,7,2,7,1,6,4
Montana,MT,Fergus,11663,43.6,19.67,1151.8847071,10.54,46685.0,6,2,7,1,6,5
Montana,MT,Flathead,111814,40.9,28.35,1495.85380315,10.54,58964.0,2,2,5,1,6,2
Montana,MT,Gallatin,124857,38.9,26.69,1912.4473943,10.54,70276.0,2,2,5,1,6,1
Montana,MT,Garfield,1218,44.3,15.72,856.353307032,10.54,37365.0,7,2,7,1,6,7
Montana,MT,Glacier,13681,40.5,19.21,1466.7348801,10.54,41159.0,5,2,7,1,6,7
Montana,MT,Golden Valley,835,43.7,19.63,1286.26918627,10.54,53046.0,7,2,7,1,6,3
Montana,MT,Granite,3502,39.4,23.26,1864.73895847,10.54,51995.0,7,2,6,1,6,4
Montana,MT,Hill,16068,41.1,12.36,904.842564492,10.54,51060.0,5,2,7,1,6,4
Montana,MT,Jefferson,12826,40.6,21.46,1788.85488127,10.54,56632.0,5,2,6,1,6,3
Montana,MT,Judith Basin,2105,41.5,21.9,1535.94947798,10.54,48352.0,7,2,6,1,6,5
Montana,MT,Lake,32853,44.1,24.19,1211.04661532,10.54,46387.0,4,2,6,1,6,5
Montana,MT,Lewis and Clark,73832,40.9,23.84,1626.83389327,10.54,56791.0,2,2,6,1,6,2
Montana,MT,Liberty,1972,41.9,12.18,1027.72185922,10.54,57219.0,7,2,7,1,6,2
Montana,MT,Lincoln,21525,42.9,25.28,1298.07224649,10.54,43782.0,4,2,6,1,6,6
Montana,MT,McCone,1709,42.3,13.38,756.755900931,10.54,46848.0,7,2,7,2,6,5
Montana,MT,Madison,9265,39.1,27.04,2029.20573444,10.54,74468.0,6,2,5,1,6,1
Montana,MT,Meagher,2013,39.6,24.06,1786.38220096,10.54,46835.0,7,2,6,1,6,5
Montana,MT,Mineral,5058,42.7,32.18,1436.16913784,10.54,45966.0,7,2,5,1,6,5
Montana,MT,Missoula,121041,41.7,28.28,1509.8866626,10.54,61881.0,2,2,5,1,6,2
Montana,MT,Musselshell,5197,45.0,17.54,1069.94323933,10.54,49553.0,7,2,7,1,6,4
Montana,MT,Park,17790,38.8,29.13,2121.52929043,10.54,59558.0,5,2,5,1,6,2
Montana,MT,Petroleum,524,45.5,15.26,901.488767869,10.54,31503.0,7,2,7,1,6,7
Montana,MT,Phillips,4240,42.3,13.22,812.633074494,10.54,44926.0,7,2,7,1,6,6
Montana,MT,Pondera,6078,42.2,14.1,1238.05311778,10.54,52704.0,7,2,7,1,6,3
Montana,MT,Powder River,1725,45.0,15.57,1067.71293176,10.54,39838.0,7,2,7,1,6,7
Montana,MT,Powell,7051,39.6,26.58,1729.89865785,10.54,50932.0,6,2,5,1,6,4
Montana,MT,Prairie,1107,43.6,16.12,830.230809468,10.54,49204.0,7,2,7,1,6,4
Montana,MT,Ravalli,47298,40.4,25.79,1803.92895966,10.54,56321.0,3,2,6,1,6,3
Montana,MT,Richland,11237,42.1,13.69,695.88016617,10.54,61645.0,6,2,7,2,6,2
Montana,MT,Roosevelt,10572,40.9,11.94,697.321431866,10.54,43207.0,6,2,7,2,6,6
Montana,MT,Rosebud,8088,44.8,16.93,942.593921253,10.54,53461.0,6,2,7,1,6,3
Montana,MT,Sanders,13442,43.2,26.02,1250.27330302,10.54,42153.0,5,2,6,1,6,6
Montana,MT,Sheridan,3564,39.8,10.77,680.722200393,10.54,55476.0,7,2,7,2,6,3
Montana,MT,Silver Bow,36068,38.9,20.97,1967.67922078,10.54,54704.0,3,2,6,1,6,3
Montana,MT,Stillwater,9177,42.7,21.72,1534.88826459,10.54,64917.0,6,2,6,1,6,1
Montana,MT,Sweet Grass,3715,42.1,24.54,1713.78929016,10.54,57852.0,7,2,6,1,6,2
Montana,MT,Teton,6368,41.8,17.3,1372.14013431,10.54,50240.0,7,2,7,1,6,4
Montana,MT,Toole,5082,42.6,11.24,1069.18649079,10.54,49135.0,7,2,7,1,6,4
Montana,MT,Treasure,758,45.1,17.1,924.247377011,10.54,49706.0,7,2,7,1,6,4
Montana,MT,Valley,7513,40.5,12.67,786.599815886,10.54,56541.0,6,2,7,2,6,3
Montana,MT,Wheatland,2032,42.2,21.67,1481.04546175,10.54,44640.0,7,2,6,1,6,6
Montana,MT,Wibaux,919,42.6,18.12,827.603950367,10.54,48904.0,7,2,7,1,6,4
Montana,MT,Yellowstone,169852,45.6,17.68,1061.24089193,10.54,59415.0,1,2,7,1,6,2
Nebraska,NE,Adams,30970,51.3,18.84,594.193171997,9.25,58072.0,4,7,7,2,7,2
Nebraska,NE,Antelope,6293,48.5,22.88,570.471828951,9.25,74129.0,7,5,6,2,7,1
Nebraska,NE,Arthur,433,47.7,22.32,1119.00616438,9.25,58171.0,7,5,6,1,7,2
Nebraska,NE,Banner,660,46.8,22.83,1418.85348226,9.25,68909.0,7,5,6,1,7,1
Nebraska,NE,Blaine,453,48.3,22.11,807.992662474,9.25,62594.0,7,5,6,2,7,2
Nebraska,NE,Boone,5385,49.2,24.24,580.198316868,9.25,74085.0,7,5,6,2,7,1
Nebraska,NE,Box Butte,10672,46.3,19.86,1270.75216401,9.25,55642.0,6,5,7,1,7,3
Nebraska,NE,Boyd,1741,48.0,20.49,525.969959035,9.25,74685.0,7,5,6,2,7,1
Nebraska,NE,Brown,2872,47.6,23.7,792.796340493,9.25,63598.0,7,5,6,2,7,2
Nebraska,NE,Buffalo,50586,50.4,20.71,665.882200982,9.25,61763.0,3,7,6,2,7,2
Nebraska,NE,Burt,6755,50.0,19.76,373.5336415,9.25,56557.0,6,5,7,3,7,3
Nebraska,NE,Butler,8427,50.3,19.67,470.2,9.25,59717.0,6,5,7,2,7,2
Nebraska,NE,Cass,27122,51.7,25.25,355.09977221,9.25,60920.0,4,7,6,3,7,2
Nebraska,NE,Cedar,8371,47.8,23.6,452.980712651,9.25,66572.0,6,5,6,2,7,1
Nebraska,NE,Chase,3772,50.0,19.83,1016.57974684,9.25,69366.0,7,5,7,1,7,1
Nebraska,NE,Cherry,5464,47.3,25.82,975.525095739,9.25,55302.0,7,5,6,1,7,3
Nebraska,NE,Cheyenne,9511,46.7,21.62,1300.87377425,9.25,52730.0,6,5,6,1,7,3
Nebraska,NE,Clay,6049,51.4,19.01,540.198964178,9.25,63915.0,7,7,7,2,7,1
Nebraska,NE,Colfax,10444,50.5,18.99,456.563829787,9.25,54392.0,6,7,7,2,7,3
Nebraska,NE,Cuming,8929,49.7,18.99,438.420103093,9.25,71979.0,6,5,7,2,7,1
Nebraska,NE,Custer,10476,48.9,20.72,797.25021645,9.25,58544.0,6,5,6,2,7,2
Nebraska,NE,Dakota,21042,48.7,21.72,374.068803016,9.25,48756.0,4,5,6,3,7,5
Nebraska,NE,Dawes,8241,47.2,20.17,1166.46752332,9.25,47375.0,6,5,6,1,7,5
Nebraska,NE,Dawson,23884,49.9,18.52,767.927832512,9.25,49653.0,4,5,7,2,7,4
Nebraska,NE,Deuel,1902,48.0,19.15,1137.12820513,9.25,46093.0,7,5,7,1,7,5
Nebraska,NE,Dixon,5464,48.0,22.49,428.565195587,9.25,54144.0,7,5,6,3,7,3
Nebraska,NE,Dodge,36997,50.7,20.22,396.571428571,9.25,56298.0,3,7,6,3,7,3
Nebraska,NE,Douglas,586327,51.5,23.3,353.324964132,9.25,68699.0,1,7,6,3,7,1
Nebraska,NE,Dundy,1590,50.7,20.46,1001.76771005,9.25,93788.0,7,7,6,1,7,1
Nebraska,NE,Fillmore,5553,51.6,18.82,498.563051146,9.25,68697.0,7,7,7,2,7,1
Nebraska,NE,Franklin,2873,51.5,22.18,621.313585746,9.25,68092.0,7,7,6,2,7,1
Nebraska,NE,Frontier,2633,50.5,21.3,806.312768647,9.25,55020.0,7,7,6,2,7,3
Nebraska,NE,Furnas,4575,51.3,22.73,697.075347476,9.25,59961.0,7,7,6,2,7,2
Nebraska,NE,Gage,21583,52.2,23.02,416.472774417,9.25,57838.0,4,7,6,3,7,2
Nebraska,NE,Garden,1837,47.3,19.73,1159.36771105,9.25,57475.0,7,5,7,1,7,2
Nebraska,NE,Garfield,1801,48.2,21.97,695.2427695,9.25,54771.0,7,5,6,2,7,3
Nebraska,NE,Gosper,1808,50.4,19.88,747.345619658,9.25,67627.0,7,7,6,2,7,1
Nebraska,NE,Grant,576,46.8,24.61,1149.90638025,9.25,59952.0,7,5,6,1,7,2
Nebraska,NE,Greeley,2227,49.1,22.8,625.464362851,9.25,66840.0,7,5,6,2,7,1
Nebraska,NE,Hall,62097,51.1,18.04,588.60267035,9.25,51566.0,2,7,7,2,7,4
Nebraska,NE,Hamilton,9429,51.5,17.5,548.035941765,9.25,65739.0,6,7,7,2,7,1
Nebraska,NE,Harlan,3054,51.6,23.72,650.198441797,9.25,66306.0,7,7,6,2,7,1
Nebraska,NE,Hayes,849,50.2,21.68,921.556426867,9.25,90144.0,7,5,6,1,7,1
Nebraska,NE,Hitchcock,2598,51.1,23.2,870.999285204,9.25,59923.0,7,7,6,1,7,2
Nebraska,NE,Holt,10043,47.6,21.18,622.035438209,9.25,66231.0,6,5,6,2,7,1
Nebraska,NE,Hooker,686,47.4,24.45,1032.15972222,9.25,49027.0,7,5,6,1,7,4
Nebraska,NE,Howard,6515,50.4,20.46,584.300042499,9.25,55957.0,6,7,6,2,7,3
Nebraska,NE,Jefferson,7154,52.3,19.38,437.225,9.25,56274.0,6,7,7,2,7,3
Nebraska,NE,Johnson,5287,52.1,25.8,378.924590164,9.25,61881.7,7,7,6,3,7,2
Nebraska,NE,Kearney,6690,50.7,20.72,652.665379044,9.25,72421.0,6,7,6,2,7,1
Nebraska,NE,Keith,8269,48.9,17.9,1022.04043789,9.25,52394.0,6,5,7,1,7,3
Nebraska,NE,Keya Paha,787,47.7,24.75,692.089780325,9.25,62968.0,7,5,6,2,7,2
Nebraska,NE,Kimball,3315,45.5,20.74,1503.58901565,9.25,55021.0,7,2,6,1,7,3
Nebraska,NE,Knox,8336,48.2,22.57,486.059755836,9.25,57577.0,6,5,6,2,7,2
Nebraska,NE,Lancaster,324756,52.3,22.75,395.091285081,9.25,56782.0,1,7,6,3,7,2
Nebraska,NE,Lincoln,33685,49.2,20.66,909.161525737,9.25,58484.0,3,5,6,1,7,2
Nebraska,NE,Logan,675,48.2,22.13,910.82172949,9.25,60186.0,7,5,6,1,7,2
Nebraska,NE,Loup,599,48.3,20.51,738.851851852,9.25,69695.0,7,5,6,2,7,1
Nebraska,NE,McPherson,372,47.8,22.02,1013.6756988,9.25,63343.0,7,5,6,1,7,2
Nebraska,NE,Madison,35368,49.4,21.89,519.034409516,9.25,60169.0,3,5,6,2,7,2
Nebraska,NE,Merrick,7721,51.2,18.09,521.893238434,9.25,56823.0,6,7,7,2,7,2
Nebraska,NE,Morrill,4527,47.3,20.12,1220.47774892,9.25,65524.0,7,5,6,1,7,1
Nebraska,NE,Nance,3326,50.3,19.77,529.241690141,9.25,55096.0,7,5,7,2,7,3
Nebraska,NE,Nemaha,7035,52.6,27.14,319.823347746,9.25,56823.0,6,7,5,3,7,2
Nebraska,NE,Nuckolls,4041,52.2,18.28,524.082998661,9.25,68062.0,7,7,7,2,7,1
Nebraska,NE,Otoe,16198,52.0,27.21,350.17978459,9.25,63569.0,5,7,5,3,7,2
Nebraska,NE,Pawnee,2528,52.3,26.98,388.979118329,9.25,58774.0,7,7,5,3,7,2
Nebraska,NE,Perkins,2829,49.1,18.27,1034.26720183,9.25,87847.0,7,5,7,1,7,1
Nebraska,NE,Phelps,8988,50.5,21.66,708.273258427,9.25,63430.0,6,7,6,2,7,2
Nebraska,NE,Pierce,7332,48.5,20.59,523.577674024,9.25,68647.0,6,5,6,2,7,1
Nebraska,NE,Platte,34296,50.1,19.47,493.837486457,9.25,56149.0,3,5,7,2,7,3
Nebraska,NE,Polk,5166,50.7,18.95,497.829716194,9.25,65364.0,7,7,7,2,7,1
Nebraska,NE,Red Willow,10573,51.4,22.32,777.403713142,9.25,53974.0,6,7,6,2,7,3
Nebraska,NE,Richardson,7705,53.3,28.09,311.502939846,9.25,60001.0,6,7,5,4,7,2
Nebraska,NE,Rock,1245,47.3,23.2,728.910328068,9.25,80527.0,7,5,6,2,7,1
Nebraska,NE,Saline,14116,52.2,20.19,446.775324675,9.25,51623.0,5,7,6,2,7,4
Nebraska,NE,Sarpy,196553,51.7,23.04,341.786235662,9.25,58084.0,1,7,6,3,7,2
Nebraska,NE,Saunders,23118,51.4,21.77,393.315181518,9.25,61840.0,4,7,6,3,7,2
Nebraska,NE,Scotts Bluff,35603,47.9,19.66,1264.52670474,9.25,51337.0,3,5,7,1,7,4
Nebraska,NE,Seward,17692,51.3,19.55,456.81489547,9.25,58829.0,5,7,7,2,7,2
Nebraska,NE,Sheridan,4996,46.6,21.72,1166.99683576,9.25,60271.0,7,5,6,1,7,2
Nebraska,NE,Sherman,2980,49.6,21.31,657.41882974,9.25,60225.0,7,5,6,2,7,2
Nebraska,NE,Sioux,1127,45.6,18.19,1356.47027279,9.25,74215.0,7,2,7,1,7,1
Nebraska,NE,Stanton,5717,49.9,19.87,490.423963134,9.25,61286.0,7,5,6,2,7,2
Nebraska,NE,Thayer,4885,52.4,19.05,476.401653612,9.25,63828.0,7,7,7,2,7,1
Nebraska,NE,Thomas,671,48.0,23.7,907.934108527,9.25,61324.0,7,5,6,1,7,2
Nebraska,NE,Thurston,6507,49.2,20.27,410.019509125,9.25,57406.0,6,5,6,3,7,2
Nebraska,NE,Valley,4073,48.9,21.76,671.196397188,9.25,63254.0,7,5,6,2,7,2
Nebraska,NE,Washington,21167,50.9,22.46,365.694480103,9.25,65143.0,4,7,6,3,7,1
Nebraska,NE,Wayne,9871,48.8,20.07,490.951549296,9.25,51852.0,6,5,6,2,7,4
Nebraska,NE,Webster,3336,51.9,20.04,573.11287478,9.25,57191.0,7,7,6,2,7,2
Nebraska,NE,Wheeler,785,48.5,24.43,641.364194822,9.25,83722.0,7,5,6,2,7,1
Nebraska,NE,York,14354,51.0,18.23,500.399380805,9.25,58148.0,5,7,7,2,7,2
Nevada,NV,Churchill,25843,51.0,10.6,1448.88937849,10.78,54726.0,4,7,7,1,5,3
Nevada,NV,Clark,2322985,63.4,8.43,1007.50523465,10.78,58276.0,1,3,7,1,5,2
Nevada,NV,Douglas,49628,47.7,30.09,1843.22937696,10.78,87214.0,3,5,5,1,5,1
Nevada,NV,Elko,54046,43.9,17.35,1872.75879836,10.78,52754.0,3,2,7,1,5,3
Nevada,NV,Esmeralda,744,52.1,9.28,1728.0742256,10.78,55007.0,7,7,7,1,5,3
Nevada,NV,Eureka,1863,44.7,15.53,1893.05809838,10.78,49606.0,7,2,7,1,5,4
Nevada,NV,Humboldt,17272,48.4,14.04,1549.78875083,10.78,53564.0,5,5,7,1,5,3
Nevada,NV,Lander,5766,46.9,15.78,1828.7114094,10.78,72511.0,7,5,7,1,5,1
Nevada,NV,Lincoln,4482,54.0,15.97,1604.99871169,10.78,53269.0,7,6,7,1,5,3
Nevada,NV,Lyon,61585,49.9,15.64,1587.20420232,10.78,48247.0,2,5,7,1,5,5
Nevada,NV,Mineral,4525,49.8,12.93,1789.83452221,10.78,48836.0,7,5,7,1,5,5
Nevada,NV,Nye,54738,51.0,10.82,1774.85088434,10.78,42796.0,3,7,7,1,5,6
Nevada,NV,Pershing,6462,50.6,11.22,1490.73613959,10.78,39688.0,7,7,7,1,5,7
Nevada,NV,Storey,4170,49.7,18.86,1696.31176471,10.78,77775.0,7,5,7,1,5,1
Nevada,NV,Washoe,496745,48.2,17.25,1633.4057261,10.78,71436.0,1,5,7,1,5,1
Nevada,NV,White Pine,8788,44.6,19.36,2080.37778871,10.78,56241.0,6,2,7,1,5,3
Nevada,NV,Carson City,58130,49.0,23.17,1761.85581395,10.78,60445.0,2,5,6,1,5,2
New Hampshire,NH,Belknap,64781,47.7,57.57,230.061160481,19.49,71958.0,2,5,1,5,1,1
